"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test memory usage and check for memory leaks.","85","test_memory_usage","tplink_tl-wdr4300-v1","Thu Jul 17 14:22:14 GMT 2025","passed","Thu Jul 17 14:22:14 GMT 2025","TestSystemHealth","test_system_health","",""
"Test memory usage and check for memory leaks.","81","test_memory_usage","tplink_tl-wdr3600-v1","Thu Jul 17 14:21:26 GMT 2025","passed","Thu Jul 17 14:21:26 GMT 2025","TestSystemHealth","test_system_health","",""
"","3897","test_lan_interface_address","tplink_tl-wdr4300-v1","Thu Jul 17 14:22:09 GMT 2025","passed","Thu Jul 17 14:22:13 GMT 2025","","test_lan","",""
"
Test enabling a wifi network with WPA3 encryption.

This test configures a wifi network with WPA3 encryption and password 'openwrt4all'.
","0","test_wifi_wpa3","tests","Thu Jul 17 14:19:39 GMT 2025","skipped","Thu Jul 17 14:19:39 GMT 2025","","test_wifi","",""
"Test filesystem usage on critical mount points.","519","test_filesystem_usage","tplink_tl-wdr4300-v1","Thu Jul 17 14:22:14 GMT 2025","passed","Thu Jul 17 14:22:14 GMT 2025","TestSystemHealth","test_system_health","",""
"","172","test_kernel_errors","genexis_pulse-ex400","Thu Jul 17 14:20:12 GMT 2025","passed","Thu Jul 17 14:20:12 GMT 2025","","test_base","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Thu Jul 17 14:17:35 GMT 2025","skipped","Thu Jul 17 14:17:35 GMT 2025","","test_wifi","",""
"","865","test_lan_interface_address","openwrt_one","Thu Jul 17 14:17:23 GMT 2025","passed","Thu Jul 17 14:17:24 GMT 2025","","test_lan","",""
"","0","test_opkg_install_ucert","tests","Thu Jul 17 14:22:14 GMT 2025","skipped","Thu Jul 17 14:22:14 GMT 2025","","test_opkg","",""
"","18","test_uname","qemu-malta-be","Thu Jul 17 14:18:17 GMT 2025","passed","Thu Jul 17 14:18:17 GMT 2025","","test_base","",""
"","0","test_sysupgrade_backup","tests","Thu Jul 17 14:17:23 GMT 2025","skipped","Thu Jul 17 14:17:23 GMT 2025","","test_base","",""
"","207","test_ssh_supported_algorithms","tplink_tl-wr1043nd-v3","Thu Jul 17 14:23:27 GMT 2025","passed","Thu Jul 17 14:23:27 GMT 2025","","test_network_security","",""
"","70","test_ssh","tplink_tl-wr1043nd-v3","Thu Jul 17 14:23:23 GMT 2025","passed","Thu Jul 17 14:23:23 GMT 2025","","test_base","",""
"","384","test_dropbear_startup","qemu-armsr-armv8","Thu Jul 17 14:18:48 GMT 2025","passed","Thu Jul 17 14:18:49 GMT 2025","","test_base","",""
"","0","test_sysupgrade_backup_u","tests","Thu Jul 17 14:20:12 GMT 2025","skipped","Thu Jul 17 14:20:12 GMT 2025","","test_base","",""
"","8663","test_dropbear_startup","tplink_tl-wdr4300-v1","Thu Jul 17 14:22:00 GMT 2025","passed","Thu Jul 17 14:22:09 GMT 2025","","test_base","",""
"","67","test_ubus_system_board","tplink_tl-wdr3600-v1","Thu Jul 17 14:21:25 GMT 2025","passed","Thu Jul 17 14:21:25 GMT 2025","","test_base","",""
"","88","test_ubus_system_board","qemu-armsr-armv8","Thu Jul 17 14:18:49 GMT 2025","passed","Thu Jul 17 14:18:49 GMT 2025","","test_base","",""
"","854","test_lan_interface_address","genexis_pulse-ex400","Thu Jul 17 14:20:12 GMT 2025","passed","Thu Jul 17 14:20:13 GMT 2025","","test_lan","",""
"","70","test_uname","tplink_tl-wr1043nd-v3","Thu Jul 17 14:23:23 GMT 2025","passed","Thu Jul 17 14:23:23 GMT 2025","","test_base","",""
"","0","test_opkg_procd_installed","tests","Thu Jul 17 14:18:50 GMT 2025","skipped","Thu Jul 17 14:18:50 GMT 2025","","test_opkg","",""
"Test memory usage and check for memory leaks.","124","test_memory_usage","qemu-x86-64","Thu Jul 17 14:19:37 GMT 2025","passed","Thu Jul 17 14:19:37 GMT 2025","TestSystemHealth","test_system_health","",""
"Test memory usage and check for memory leaks.","62","test_memory_usage","genexis_pulse-ex400","Thu Jul 17 14:20:13 GMT 2025","passed","Thu Jul 17 14:20:13 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_opkg_procd_installed","tests","Thu Jul 17 14:19:37 GMT 2025","skipped","Thu Jul 17 14:19:37 GMT 2025","","test_opkg","",""
"
Test enabling a wifi network with WPA3 encryption.

This test configures a wifi network with WPA3 encryption and password 'openwrt4all'.
","0","test_wifi_wpa3","tests","Thu Jul 17 14:18:18 GMT 2025","skipped","Thu Jul 17 14:18:18 GMT 2025","","test_wifi","",""
"","882","test_lan_interface_address","tplink_tl-wdr3600-v1","Thu Jul 17 14:21:25 GMT 2025","passed","Thu Jul 17 14:21:26 GMT 2025","","test_lan","",""
"","335","test_ssh_supported_algorithms","qemu-armsr-armv8","Thu Jul 17 14:18:50 GMT 2025","passed","Thu Jul 17 14:18:50 GMT 2025","","test_network_security","",""
"","109","test_apk_procd_installed","hpe_msm460","Thu Jul 17 14:19:05 GMT 2025","passed","Thu Jul 17 14:19:05 GMT 2025","TestApk","test_apk","",""
"Test temperature sensors if available.","147","test_temperature_sensors","qemu-x86-64","Thu Jul 17 14:19:38 GMT 2025","passed","Thu Jul 17 14:19:38 GMT 2025","TestSystemHealth","test_system_health","",""
"Check kernel ring buffer for critical errors.","98","test_kernel_ring_buffer","tplink_tl-wdr3600-v1","Thu Jul 17 14:21:27 GMT 2025","passed","Thu Jul 17 14:21:27 GMT 2025","TestSystemHealth","test_system_health","",""
"","859","test_lan_interface_address","hpe_msm460","Thu Jul 17 14:19:09 GMT 2025","passed","Thu Jul 17 14:19:10 GMT 2025","","test_lan","",""
"Check for zombie processes.","99","test_zombie_processes","tplink_tl-wr1043nd-v3","Thu Jul 17 14:23:28 GMT 2025","passed","Thu Jul 17 14:23:28 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
","0","test_wifi_hwsim_sae_mixed","tests","Thu Jul 17 14:18:51 GMT 2025","skipped","Thu Jul 17 14:18:51 GMT 2025","","test_wifi","",""
"Check kernel ring buffer for critical errors.","107","test_kernel_ring_buffer","genexis_pulse-ex400","Thu Jul 17 14:20:13 GMT 2025","passed","Thu Jul 17 14:20:14 GMT 2025","TestSystemHealth","test_system_health","",""
"Test that sufficient entropy is available for cryptographic operations.","86","test_entropy_available","tplink_tl-wdr4300-v1","Thu Jul 17 14:22:15 GMT 2025","passed","Thu Jul 17 14:22:15 GMT 2025","TestSystemHealth","test_system_health","",""
"Test that sufficient entropy is available for cryptographic operations.","18","test_entropy_available","qemu-malta-be","Thu Jul 17 14:18:18 GMT 2025","passed","Thu Jul 17 14:18:18 GMT 2025","TestSystemHealth","test_system_health","",""
"","4441","test_firmware_version","tplink_tl-wr1043nd-v3","Thu Jul 17 14:23:10 GMT 2025","passed","Thu Jul 17 14:23:14 GMT 2025","","test_base","",""
"","81","test_echo","tplink_tl-wdr4300-v1","Thu Jul 17 14:22:09 GMT 2025","passed","Thu Jul 17 14:22:09 GMT 2025","","test_base","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Thu Jul 17 14:18:51 GMT 2025","skipped","Thu Jul 17 14:18:51 GMT 2025","","test_wifi","",""
"Test memory usage and check for memory leaks.","73","test_memory_usage","tplink_tl-wr1043nd-v3","Thu Jul 17 14:23:28 GMT 2025","passed","Thu Jul 17 14:23:28 GMT 2025","TestSystemHealth","test_system_health","",""
"","125","test_kernel_errors","qemu-malta-be","Thu Jul 17 14:18:17 GMT 2025","passed","Thu Jul 17 14:18:17 GMT 2025","","test_base","",""
"","305","test_apk_procd_installed","qemu-malta-be","Thu Jul 17 14:18:01 GMT 2025","passed","Thu Jul 17 14:18:02 GMT 2025","TestApk","test_apk","",""
"","0","test_opkg_procd_installed","tests","Thu Jul 17 14:20:13 GMT 2025","skipped","Thu Jul 17 14:20:13 GMT 2025","","test_opkg","",""
"","0","test_sysupgrade_backup_u","tests","Thu Jul 17 14:17:23 GMT 2025","skipped","Thu Jul 17 14:17:23 GMT 2025","","test_base","",""
"Test number of running processes is reasonable.","91","test_process_count","genexis_pulse-ex400","Thu Jul 17 14:20:14 GMT 2025","passed","Thu Jul 17 14:20:14 GMT 2025","TestSystemHealth","test_system_health","",""
"Test and record system uptime.","56","test_system_uptime","qemu-armsr-armv8","Thu Jul 17 14:18:51 GMT 2025","passed","Thu Jul 17 14:18:51 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","0","test_wifi_wpa2","tests","Thu Jul 17 14:18:18 GMT 2025","skipped","Thu Jul 17 14:18:18 GMT 2025","","test_wifi","",""
"","0","test_opkg_install_ucert","tests","Thu Jul 17 14:18:17 GMT 2025","skipped","Thu Jul 17 14:18:17 GMT 2025","","test_opkg","",""
"","108","test_apk_procd_installed","genexis_pulse-ex400","Thu Jul 17 14:20:07 GMT 2025","passed","Thu Jul 17 14:20:08 GMT 2025","TestApk","test_apk","",""
"","0","test_sysupgrade_backup","tests","Thu Jul 17 14:19:36 GMT 2025","skipped","Thu Jul 17 14:19:36 GMT 2025","","test_base","",""
"","169","test_apk_audit","hpe_msm460","Thu Jul 17 14:19:05 GMT 2025","passed","Thu Jul 17 14:19:05 GMT 2025","TestApk","test_apk","",""
"","75","test_uname","qemu-x86-64","Thu Jul 17 14:19:35 GMT 2025","passed","Thu Jul 17 14:19:36 GMT 2025","","test_base","",""
"","2686","test_shell","tplink_tl-wdr4300-v1","Thu Jul 17 14:21:53 GMT 2025","passed","Thu Jul 17 14:21:56 GMT 2025","","test_base","",""
"Test filesystem usage on critical mount points.","418","test_filesystem_usage","tplink_tl-wdr3600-v1","Thu Jul 17 14:21:26 GMT 2025","passed","Thu Jul 17 14:21:27 GMT 2025","TestSystemHealth","test_system_health","",""
"Test filesystem usage on critical mount points.","707","test_filesystem_usage","qemu-x86-64","Thu Jul 17 14:19:37 GMT 2025","passed","Thu Jul 17 14:19:38 GMT 2025","TestSystemHealth","test_system_health","",""
"","59","test_echo","tplink_tl-wdr3600-v1","Thu Jul 17 14:21:25 GMT 2025","passed","Thu Jul 17 14:21:25 GMT 2025","","test_base","",""
"Check for zombie processes.","58","test_zombie_processes","openwrt_one","Thu Jul 17 14:17:25 GMT 2025","passed","Thu Jul 17 14:17:25 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_https_download","tests","Thu Jul 17 14:20:14 GMT 2025","skipped","Thu Jul 17 14:20:14 GMT 2025","","test_wan","",""
"","0","test_apk_add_ucert","tests","Thu Jul 17 14:23:07 GMT 2025","skipped","Thu Jul 17 14:23:07 GMT 2025","TestApk","test_apk","",""
"Check for zombie processes.","103","test_zombie_processes","genexis_pulse-ex400","Thu Jul 17 14:20:14 GMT 2025","passed","Thu Jul 17 14:20:14 GMT 2025","TestSystemHealth","test_system_health","",""
"Check for zombie processes.","167","test_zombie_processes","qemu-x86-64","Thu Jul 17 14:19:38 GMT 2025","passed","Thu Jul 17 14:19:39 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test enabling a wifi network with WPA3 encryption.

This test configures a wifi network with WPA3 encryption and password 'openwrt4all'.
","4708","test_wifi_wpa3","genexis_pulse-ex400","Thu Jul 17 14:20:14 GMT 2025","passed","Thu Jul 17 14:20:19 GMT 2025","","test_wifi","",""
"","268","test_apk_procd_installed","tplink_tl-wr1043nd-v3","Thu Jul 17 14:23:06 GMT 2025","passed","Thu Jul 17 14:23:07 GMT 2025","TestApk","test_apk","",""
"","55","test_uname","qemu-armsr-armv8","Thu Jul 17 14:18:49 GMT 2025","passed","Thu Jul 17 14:18:49 GMT 2025","","test_base","",""
"","85","test_uname","tplink_tl-wdr4300-v1","Thu Jul 17 14:22:09 GMT 2025","passed","Thu Jul 17 14:22:09 GMT 2025","","test_base","",""
"","4487","test_firmware_version","tplink_tl-wdr4300-v1","Thu Jul 17 14:21:56 GMT 2025","passed","Thu Jul 17 14:22:00 GMT 2025","","test_base","",""
"Test filesystem usage on critical mount points.","407","test_filesystem_usage","qemu-armsr-armv8","Thu Jul 17 14:18:50 GMT 2025","passed","Thu Jul 17 14:18:51 GMT 2025","TestSystemHealth","test_system_health","",""
"Test CPU load is within acceptable limits.","18","test_cpu_load","qemu-malta-be","Thu Jul 17 14:18:17 GMT 2025","passed","Thu Jul 17 14:18:17 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_opkg_procd_installed","tests","Thu Jul 17 14:22:14 GMT 2025","skipped","Thu Jul 17 14:22:14 GMT 2025","","test_opkg","",""
"","86","test_free_memory","tplink_tl-wdr4300-v1","Thu Jul 17 14:22:09 GMT 2025","passed","Thu Jul 17 14:22:09 GMT 2025","","test_base","",""
"","74","test_shell","qemu-armsr-armv8","Thu Jul 17 14:18:48 GMT 2025","passed","Thu Jul 17 14:18:48 GMT 2025","","test_base","",""
"","963","test_firmware_version","hpe_msm460","Thu Jul 17 14:19:05 GMT 2025","passed","Thu Jul 17 14:19:06 GMT 2025","","test_base","",""
"Test that sufficient entropy is available for cryptographic operations.","74","test_entropy_available","qemu-x86-64","Thu Jul 17 14:19:39 GMT 2025","passed","Thu Jul 17 14:19:39 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_sysupgrade_backup_u","tests","Thu Jul 17 14:22:09 GMT 2025","skipped","Thu Jul 17 14:22:09 GMT 2025","","test_base","",""
"Test temperature sensors if available.","61","test_temperature_sensors","tplink_tl-wdr3600-v1","Thu Jul 17 14:21:27 GMT 2025","passed","Thu Jul 17 14:21:27 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_https_download","tests","Thu Jul 17 14:18:18 GMT 2025","skipped","Thu Jul 17 14:18:18 GMT 2025","","test_wan","",""
"","0","test_apk_add_ucert","tests","Thu Jul 17 14:20:08 GMT 2025","skipped","Thu Jul 17 14:20:08 GMT 2025","TestApk","test_apk","",""
"Test number of running processes is reasonable.","92","test_process_count","tplink_tl-wdr3600-v1","Thu Jul 17 14:21:27 GMT 2025","passed","Thu Jul 17 14:21:27 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_opkg_procd_installed","tests","Thu Jul 17 14:18:17 GMT 2025","skipped","Thu Jul 17 14:18:17 GMT 2025","","test_opkg","",""
"","57","test_ssh","openwrt_one","Thu Jul 17 14:17:23 GMT 2025","passed","Thu Jul 17 14:17:23 GMT 2025","","test_base","",""
"","41","test_lan_interface_address","qemu-malta-be","Thu Jul 17 14:18:17 GMT 2025","passed","Thu Jul 17 14:18:17 GMT 2025","","test_lan","",""
"Test filesystem usage on critical mount points.","377","test_filesystem_usage","genexis_pulse-ex400","Thu Jul 17 14:20:13 GMT 2025","passed","Thu Jul 17 14:20:13 GMT 2025","TestSystemHealth","test_system_health","",""
"","38","test_echo","qemu-armsr-armv8","Thu Jul 17 14:18:49 GMT 2025","passed","Thu Jul 17 14:18:49 GMT 2025","","test_base","",""
"","417","test_ssh_supported_algorithms","qemu-x86-64","Thu Jul 17 14:19:36 GMT 2025","passed","Thu Jul 17 14:19:37 GMT 2025","","test_network_security","",""
"Check for zombie processes.","175","test_zombie_processes","qemu-armsr-armv8","Thu Jul 17 14:18:51 GMT 2025","passed","Thu Jul 17 14:18:51 GMT 2025","TestSystemHealth","test_system_health","",""
"","222","test_kernel_errors","tplink_tl-wdr4300-v1","Thu Jul 17 14:22:09 GMT 2025","passed","Thu Jul 17 14:22:09 GMT 2025","","test_base","",""
"Test memory usage and check for memory leaks.","61","test_memory_usage","qemu-armsr-armv8","Thu Jul 17 14:18:50 GMT 2025","passed","Thu Jul 17 14:18:50 GMT 2025","TestSystemHealth","test_system_health","",""
"Check kernel ring buffer for critical errors.","99","test_kernel_ring_buffer","tplink_tl-wr1043nd-v3","Thu Jul 17 14:23:28 GMT 2025","passed","Thu Jul 17 14:23:28 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Thu Jul 17 14:19:20 GMT 2025","skipped","Thu Jul 17 14:19:20 GMT 2025","","test_wifi","",""
"","106","test_dropbear_startup","qemu-malta-be","Thu Jul 17 14:18:17 GMT 2025","passed","Thu Jul 17 14:18:17 GMT 2025","","test_base","",""
"","55","test_ssh","genexis_pulse-ex400","Thu Jul 17 14:20:11 GMT 2025","passed","Thu Jul 17 14:20:11 GMT 2025","","test_base","",""
"","229","test_ssh_supported_algorithms","tplink_tl-wdr4300-v1","Thu Jul 17 14:22:13 GMT 2025","passed","Thu Jul 17 14:22:14 GMT 2025","","test_network_security","",""
"Test and record system uptime.","48","test_system_uptime","openwrt_one","Thu Jul 17 14:17:25 GMT 2025","passed","Thu Jul 17 14:17:25 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
","0","test_wifi_hwsim_sae_mixed","tests","Thu Jul 17 14:20:23 GMT 2025","skipped","Thu Jul 17 14:20:23 GMT 2025","","test_wifi","",""
"","63","test_uname","genexis_pulse-ex400","Thu Jul 17 14:20:11 GMT 2025","passed","Thu Jul 17 14:20:11 GMT 2025","","test_base","",""
"Check for zombie processes.","64","test_zombie_processes","hpe_msm460","Thu Jul 17 14:19:11 GMT 2025","passed","Thu Jul 17 14:19:11 GMT 2025","TestSystemHealth","test_system_health","",""
"Test and record system uptime.","144","test_system_uptime","qemu-x86-64","Thu Jul 17 14:19:38 GMT 2025","passed","Thu Jul 17 14:19:38 GMT 2025","TestSystemHealth","test_system_health","",""
"Test system-wide open file descriptors.","47","test_open_file_descriptors","hpe_msm460","Thu Jul 17 14:19:11 GMT 2025","passed","Thu Jul 17 14:19:11 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","4669","test_wifi_wpa2","genexis_pulse-ex400","Thu Jul 17 14:20:19 GMT 2025","passed","Thu Jul 17 14:20:23 GMT 2025","","test_wifi","",""
"Test memory usage and check for memory leaks.","46","test_memory_usage","hpe_msm460","Thu Jul 17 14:19:10 GMT 2025","passed","Thu Jul 17 14:19:10 GMT 2025","TestSystemHealth","test_system_health","",""
"Check for zombie processes.","49","test_zombie_processes","qemu-malta-be","Thu Jul 17 14:18:18 GMT 2025","passed","Thu Jul 17 14:18:18 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","0","test_wifi_wpa2","tests","Thu Jul 17 14:19:39 GMT 2025","skipped","Thu Jul 17 14:19:39 GMT 2025","","test_wifi","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","0","test_wifi_wpa2","tests","Thu Jul 17 14:18:51 GMT 2025","skipped","Thu Jul 17 14:18:51 GMT 2025","","test_wifi","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","5188","test_wifi_wpa2","tplink_tl-wdr3600-v1","Thu Jul 17 14:21:33 GMT 2025","passed","Thu Jul 17 14:21:38 GMT 2025","","test_wifi","",""
"","397","test_apk_audit","qemu-armsr-armv8","Thu Jul 17 14:18:48 GMT 2025","passed","Thu Jul 17 14:18:48 GMT 2025","TestApk","test_apk","",""
"","0","test_sysupgrade_backup_u","tests","Thu Jul 17 14:21:25 GMT 2025","skipped","Thu Jul 17 14:21:25 GMT 2025","","test_base","",""
"Test that sufficient entropy is available for cryptographic operations.","353","test_entropy_available","tplink_tl-wdr3600-v1","Thu Jul 17 14:21:27 GMT 2025","passed","Thu Jul 17 14:21:27 GMT 2025","TestSystemHealth","test_system_health","",""
"","1913","test_dropbear_startup","hpe_msm460","Thu Jul 17 14:19:06 GMT 2025","passed","Thu Jul 17 14:19:08 GMT 2025","","test_base","",""
"","570","test_shell","hpe_msm460","Thu Jul 17 14:19:05 GMT 2025","passed","Thu Jul 17 14:19:05 GMT 2025","","test_base","",""
"","13","test_echo","qemu-malta-be","Thu Jul 17 14:18:17 GMT 2025","passed","Thu Jul 17 14:18:17 GMT 2025","","test_base","",""
"","60","test_free_memory","genexis_pulse-ex400","Thu Jul 17 14:20:11 GMT 2025","passed","Thu Jul 17 14:20:12 GMT 2025","","test_base","",""
"","198","test_ssh_supported_algorithms","tplink_tl-wdr3600-v1","Thu Jul 17 14:21:26 GMT 2025","passed","Thu Jul 17 14:21:26 GMT 2025","","test_network_security","",""
"","0","test_opkg_procd_installed","tests","Thu Jul 17 14:19:10 GMT 2025","skipped","Thu Jul 17 14:19:10 GMT 2025","","test_opkg","",""
"Check kernel ring buffer for critical errors.","189","test_kernel_ring_buffer","hpe_msm460","Thu Jul 17 14:19:10 GMT 2025","passed","Thu Jul 17 14:19:11 GMT 2025","TestSystemHealth","test_system_health","",""
"Check kernel ring buffer for critical errors.","120","test_kernel_ring_buffer","openwrt_one","Thu Jul 17 14:17:25 GMT 2025","passed","Thu Jul 17 14:17:25 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
","0","test_wifi_hwsim_sae_mixed","tests","Thu Jul 17 14:19:39 GMT 2025","skipped","Thu Jul 17 14:19:39 GMT 2025","","test_wifi","",""
"","0","test_https_download","tests","Thu Jul 17 14:22:15 GMT 2025","skipped","Thu Jul 17 14:22:15 GMT 2025","","test_wan","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Thu Jul 17 14:18:18 GMT 2025","skipped","Thu Jul 17 14:18:18 GMT 2025","","test_wifi","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Thu Jul 17 14:20:23 GMT 2025","skipped","Thu Jul 17 14:20:23 GMT 2025","","test_wifi","",""
"Test temperature sensors if available.","54","test_temperature_sensors","genexis_pulse-ex400","Thu Jul 17 14:20:13 GMT 2025","passed","Thu Jul 17 14:20:13 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_sysupgrade_backup","tests","Thu Jul 17 14:18:49 GMT 2025","skipped","Thu Jul 17 14:18:49 GMT 2025","","test_base","",""
"Test system-wide open file descriptors.","58","test_open_file_descriptors","qemu-armsr-armv8","Thu Jul 17 14:18:51 GMT 2025","passed","Thu Jul 17 14:18:51 GMT 2025","TestSystemHealth","test_system_health","",""
