"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test filesystem usage on critical mount points.","385","test_filesystem_usage","qemu-armsr-armv8","Thu Jul 17 00:30:20 GMT 2025","passed","Thu Jul 17 00:30:20 GMT 2025","TestSystemHealth","test_system_health","",""
"Test temperature sensors if available.","95","test_temperature_sensors","openwrt_one","Thu Jul 17 00:29:31 GMT 2025","passed","Thu Jul 17 00:29:31 GMT 2025","TestSystemHealth","test_system_health","",""
"","168","test_kernel_errors","genexis_pulse-ex400","Thu Jul 17 00:29:59 GMT 2025","passed","Thu Jul 17 00:29:59 GMT 2025","","test_base","",""
"","0","test_sysupgrade_backup","tests","Thu Jul 17 00:29:50 GMT 2025","skipped","Thu Jul 17 00:29:50 GMT 2025","","test_base","",""
"","42","test_free_memory","qemu-malta-be","Thu Jul 17 00:29:50 GMT 2025","passed","Thu Jul 17 00:29:50 GMT 2025","","test_base","",""
"","66","test_lan_interface_address","qemu-x86-64","Thu Jul 17 00:29:52 GMT 2025","passed","Thu Jul 17 00:29:52 GMT 2025","","test_lan","",""
"Check kernel ring buffer for critical errors.","94","test_kernel_ring_buffer","openwrt_one","Thu Jul 17 00:29:31 GMT 2025","passed","Thu Jul 17 00:29:31 GMT 2025","TestSystemHealth","test_system_health","",""
"","191","test_ssh_supported_algorithms","tplink_tl-wdr3600-v1","Thu Jul 17 00:30:12 GMT 2025","passed","Thu Jul 17 00:30:12 GMT 2025","","test_network_security","",""
"Test memory usage and check for memory leaks.","86","test_memory_usage","tplink_tl-wdr4300-v1","Thu Jul 17 00:32:29 GMT 2025","passed","Thu Jul 17 00:32:29 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_sysupgrade_backup","tests","Thu Jul 17 00:29:30 GMT 2025","skipped","Thu Jul 17 00:29:30 GMT 2025","","test_base","",""
"","1900","test_dropbear_startup","tplink_tl-wdr3600-v1","Thu Jul 17 00:30:09 GMT 2025","passed","Thu Jul 17 00:30:11 GMT 2025","","test_base","",""
"Test number of running processes is reasonable.","68","test_process_count","qemu-malta-be","Thu Jul 17 00:29:51 GMT 2025","passed","Thu Jul 17 00:29:51 GMT 2025","TestSystemHealth","test_system_health","",""
"","1075","test_firmware_version","genexis_pulse-ex400","Thu Jul 17 00:29:56 GMT 2025","passed","Thu Jul 17 00:29:57 GMT 2025","","test_base","",""
"","67","test_ssh","tplink_tl-wr1043nd-v3","Thu Jul 17 00:32:12 GMT 2025","passed","Thu Jul 17 00:32:12 GMT 2025","","test_base","",""
"Test system-wide open file descriptors.","59","test_open_file_descriptors","genexis_pulse-ex400","Thu Jul 17 00:30:01 GMT 2025","passed","Thu Jul 17 00:30:01 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
","0","test_wifi_hwsim_sae_mixed","tests","Thu Jul 17 00:30:11 GMT 2025","skipped","Thu Jul 17 00:30:11 GMT 2025","","test_wifi","",""
"","86","test_ubus_system_board","qemu-armsr-armv8","Thu Jul 17 00:30:19 GMT 2025","passed","Thu Jul 17 00:30:19 GMT 2025","","test_base","",""
"","1963","test_dropbear_startup","genexis_pulse-ex400","Thu Jul 17 00:29:57 GMT 2025","passed","Thu Jul 17 00:29:59 GMT 2025","","test_base","",""
"","81","test_lan_interface_address","qemu-malta-be","Thu Jul 17 00:29:50 GMT 2025","passed","Thu Jul 17 00:29:50 GMT 2025","","test_lan","",""
"Check for zombie processes.","99","test_zombie_processes","tplink_tl-wr1043nd-v3","Thu Jul 17 00:32:17 GMT 2025","passed","Thu Jul 17 00:32:17 GMT 2025","TestSystemHealth","test_system_health","",""
"","229","test_ssh_supported_algorithms","tplink_tl-wdr4300-v1","Thu Jul 17 00:32:29 GMT 2025","passed","Thu Jul 17 00:32:29 GMT 2025","","test_network_security","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","4662","test_wifi_wpa2","genexis_pulse-ex400","Thu Jul 17 00:30:06 GMT 2025","passed","Thu Jul 17 00:30:11 GMT 2025","","test_wifi","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Thu Jul 17 00:29:51 GMT 2025","skipped","Thu Jul 17 00:29:51 GMT 2025","","test_wifi","",""
"Check for zombie processes.","116","test_zombie_processes","tplink_tl-wdr4300-v1","Thu Jul 17 00:32:30 GMT 2025","passed","Thu Jul 17 00:32:31 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
","0","test_wifi_hwsim_sae_mixed","tests","Thu Jul 17 00:29:53 GMT 2025","skipped","Thu Jul 17 00:29:53 GMT 2025","","test_wifi","",""
"
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
","0","test_wifi_hwsim_sae_mixed","tests","Thu Jul 17 00:32:28 GMT 2025","skipped","Thu Jul 17 00:32:28 GMT 2025","","test_wifi","",""
"","1039","test_firmware_version","tplink_tl-wdr3600-v1","Thu Jul 17 00:30:08 GMT 2025","passed","Thu Jul 17 00:30:09 GMT 2025","","test_base","",""
"Test that sufficient entropy is available for cryptographic operations.","38","test_entropy_available","qemu-x86-64","Thu Jul 17 00:29:53 GMT 2025","passed","Thu Jul 17 00:29:53 GMT 2025","TestSystemHealth","test_system_health","",""
"","3903","test_lan_interface_address","tplink_tl-wdr4300-v1","Thu Jul 17 00:32:25 GMT 2025","passed","Thu Jul 17 00:32:29 GMT 2025","","test_lan","",""
"Test system-wide open file descriptors.","56","test_open_file_descriptors","qemu-armsr-armv8","Thu Jul 17 00:30:21 GMT 2025","passed","Thu Jul 17 00:30:21 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_opkg_install_ucert","tests","Thu Jul 17 00:29:31 GMT 2025","skipped","Thu Jul 17 00:29:31 GMT 2025","","test_opkg","",""
"","0","test_https_download","tests","Thu Jul 17 00:29:51 GMT 2025","skipped","Thu Jul 17 00:29:51 GMT 2025","","test_wan","",""
"
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
","0","test_wifi_hwsim_sae_mixed","tests","Thu Jul 17 00:30:21 GMT 2025","skipped","Thu Jul 17 00:30:21 GMT 2025","","test_wifi","",""
"Test that sufficient entropy is available for cryptographic operations.","57","test_entropy_available","tplink_tl-wdr3600-v1","Thu Jul 17 00:30:13 GMT 2025","passed","Thu Jul 17 00:30:13 GMT 2025","TestSystemHealth","test_system_health","",""
"","48","test_echo","openwrt_one","Thu Jul 17 00:29:29 GMT 2025","passed","Thu Jul 17 00:29:29 GMT 2025","","test_base","",""
"Test CPU load is within acceptable limits.","73","test_cpu_load","tplink_tl-wr1043nd-v3","Thu Jul 17 00:32:16 GMT 2025","passed","Thu Jul 17 00:32:16 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Thu Jul 17 00:30:21 GMT 2025","skipped","Thu Jul 17 00:30:21 GMT 2025","","test_wifi","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Thu Jul 17 00:30:24 GMT 2025","skipped","Thu Jul 17 00:30:24 GMT 2025","","test_wifi","",""
"","0","test_sysupgrade_backup","tests","Thu Jul 17 00:29:59 GMT 2025","skipped","Thu Jul 17 00:29:59 GMT 2025","","test_base","",""
"","60","test_free_memory","qemu-armsr-armv8","Thu Jul 17 00:30:19 GMT 2025","passed","Thu Jul 17 00:30:19 GMT 2025","","test_base","",""
"Test temperature sensors if available.","87","test_temperature_sensors","tplink_tl-wdr4300-v1","Thu Jul 17 00:32:30 GMT 2025","passed","Thu Jul 17 00:32:30 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_https_download","tests","Thu Jul 17 00:30:01 GMT 2025","skipped","Thu Jul 17 00:30:01 GMT 2025","","test_wan","",""
"Test filesystem usage on critical mount points.","261","test_filesystem_usage","qemu-x86-64","Thu Jul 17 00:29:52 GMT 2025","passed","Thu Jul 17 00:29:52 GMT 2025","TestSystemHealth","test_system_health","",""
