"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Thu Jul 17 21:54:13 GMT 2025","skipped","Thu Jul 17 21:54:13 GMT 2025","","test_wifi","",""
"","26","test_ssh","qemu-x86-64","Thu Jul 17 21:54:11 GMT 2025","passed","Thu Jul 17 21:54:11 GMT 2025","","test_base","",""
"Test and record system uptime.","67","test_system_uptime","genexis_pulse-ex400","Thu Jul 17 21:49:56 GMT 2025","passed","Thu Jul 17 21:49:56 GMT 2025","TestSystemHealth","test_system_health","",""
"Test memory usage and check for memory leaks.","46","test_memory_usage","qemu-malta-be","Thu Jul 17 21:49:40 GMT 2025","passed","Thu Jul 17 21:49:40 GMT 2025","TestSystemHealth","test_system_health","",""
"","24","test_firmware_version","qemu-malta-be","Thu Jul 17 21:49:39 GMT 2025","passed","Thu Jul 17 21:49:39 GMT 2025","","test_base","",""
"","54","test_echo","openwrt_one","Thu Jul 17 21:49:23 GMT 2025","passed","Thu Jul 17 21:49:23 GMT 2025","","test_base","",""
"Check kernel ring buffer for critical errors.","83","test_kernel_ring_buffer","qemu-malta-be","Thu Jul 17 21:49:40 GMT 2025","passed","Thu Jul 17 21:49:40 GMT 2025","TestSystemHealth","test_system_health","",""
"Test temperature sensors if available.","57","test_temperature_sensors","genexis_pulse-ex400","Thu Jul 17 21:49:56 GMT 2025","passed","Thu Jul 17 21:49:56 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_apk_procd_installed","","Thu Jul 17 21:48:53 GMT 2025","skipped","Thu Jul 17 21:48:53 GMT 2025","","","",""
"","62","test_ubus_system_board","genexis_pulse-ex400","Thu Jul 17 21:49:54 GMT 2025","passed","Thu Jul 17 21:49:54 GMT 2025","","test_base","",""
"","0","test_apk_add_ucert","tests","Thu Jul 17 21:50:12 GMT 2025","skipped","Thu Jul 17 21:50:12 GMT 2025","TestApk","test_apk","",""
