"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 25 22:46:02 GMT 2025","Wed Jun 25 22:46:03 GMT 2025","944","hp-msm460","test_base","","","","test_ubus_system_board",""
"skipped","Wed Jun 25 22:43:45 GMT 2025","Wed Jun 25 22:43:45 GMT 2025","0","tests","test_wifi","","","","test_wifi_hwsim_sae_mixed","
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
"
"passed","Wed Jun 25 22:43:14 GMT 2025","Wed Jun 25 22:43:15 GMT 2025","1587","qemu-x86-64","test_base","","","","test_dropbear_startup",""
"skipped","Wed Jun 25 22:42:35 GMT 2025","Wed Jun 25 22:42:35 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"skipped","Wed Jun 25 22:43:56 GMT 2025","Wed Jun 25 22:43:56 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"skipped","Wed Jun 25 22:46:20 GMT 2025","Wed Jun 25 22:46:20 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"skipped","Wed Jun 25 22:46:20 GMT 2025","Wed Jun 25 22:46:20 GMT 2025","0","tests","test_wifi","","","","test_wifi_hwsim_sae_mixed","
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
"
"passed","Wed Jun 25 22:44:50 GMT 2025","Wed Jun 25 22:44:50 GMT 2025","665","openwrt-one","test_base","","","","test_free_memory",""
"skipped","Wed Jun 25 22:44:07 GMT 2025","Wed Jun 25 22:44:07 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"skipped","Wed Jun 25 22:43:45 GMT 2025","Wed Jun 25 22:43:45 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"passed","Wed Jun 25 22:43:43 GMT 2025","Wed Jun 25 22:43:44 GMT 2025","91","tplink_tl-wdr3600-v1","test_base","","","","test_ssh",""
"passed","Wed Jun 25 22:42:38 GMT 2025","Wed Jun 25 22:42:39 GMT 2025","982","tplink_tl-wdr3600-v1","test_base","","","","test_ubus_system_board",""
"passed","Wed Jun 25 22:43:51 GMT 2025","Wed Jun 25 22:43:51 GMT 2025","50","qemu-malta-be","test_base","","","","test_free_memory",""
"passed","Wed Jun 25 22:43:06 GMT 2025","Wed Jun 25 22:43:08 GMT 2025","2621","turris-omnia","test_base","","","","test_shell",""
"passed","Wed Jun 25 22:43:15 GMT 2025","Wed Jun 25 22:43:20 GMT 2025","4318","turris-omnia","test_base","","","","test_ubus_system_board",""
"passed","Wed Jun 25 22:46:10 GMT 2025","Wed Jun 25 22:46:10 GMT 2025","45","hp-msm460","test_base","","","","test_ssh",""
"skipped","Wed Jun 25 22:43:18 GMT 2025","Wed Jun 25 22:43:18 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"skipped","Wed Jun 25 22:44:55 GMT 2025","Wed Jun 25 22:44:55 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"passed","Wed Jun 25 22:43:13 GMT 2025","Wed Jun 25 22:43:13 GMT 2025","150","qemu-x86-64","test_base","","","","test_shell",""
"passed","Wed Jun 25 22:46:03 GMT 2025","Wed Jun 25 22:46:06 GMT 2025","2942","hp-msm460","test_base","","","","test_dropbear_startup",""
"passed","Wed Jun 25 22:43:44 GMT 2025","Wed Jun 25 22:43:46 GMT 2025","2764","tplink_tl-wdr3600-v1","test_base","","","","test_kernel_errors",""
"passed","Wed Jun 25 22:44:55 GMT 2025","Wed Jun 25 22:44:55 GMT 2025","48","openwrt-one","test_base","","","","test_ssh",""
"skipped","Wed Jun 25 22:43:54 GMT 2025","Wed Jun 25 22:43:54 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup_u",""
"skipped","Wed Jun 25 22:42:01 GMT 2025","Wed Jun 25 22:42:01 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"skipped","Wed Jun 25 22:43:54 GMT 2025","Wed Jun 25 22:43:54 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"skipped","Wed Jun 25 22:45:25 GMT 2025","Wed Jun 25 22:45:25 GMT 2025","0","tests","test_wifi","","","","test_wifi_hwsim_sae_mixed","
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
"
"passed","Wed Jun 25 22:45:03 GMT 2025","Wed Jun 25 22:45:04 GMT 2025","660","genexis-pulse-ex400","test_base","","","","test_free_memory",""
"passed","Wed Jun 25 22:42:39 GMT 2025","Wed Jun 25 22:42:39 GMT 2025","667","tplink_tl-wdr3600-v1","test_base","","","","test_free_memory",""
"passed","Wed Jun 25 22:45:02 GMT 2025","Wed Jun 25 22:45:03 GMT 2025","956","genexis-pulse-ex400","test_base","","","","test_ubus_system_board",""
"skipped","Wed Jun 25 22:42:33 GMT 2025","Wed Jun 25 22:42:33 GMT 2025","0","","","","","","test_shell",""
"skipped","Wed Jun 25 22:45:20 GMT 2025","Wed Jun 25 22:45:20 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"passed","Wed Jun 25 22:44:48 GMT 2025","Wed Jun 25 22:44:49 GMT 2025","675","openwrt-one","test_base","","","","test_uname",""
"skipped","Wed Jun 25 22:45:25 GMT 2025","Wed Jun 25 22:45:25 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"skipped","Wed Jun 25 22:42:01 GMT 2025","Wed Jun 25 22:42:01 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"passed","Wed Jun 25 22:44:58 GMT 2025","Wed Jun 25 22:44:59 GMT 2025","895","openwrt-one","test_lan","","","","test_lan_interface_address",""
"skipped","Wed Jun 25 22:46:20 GMT 2025","Wed Jun 25 22:46:20 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"skipped","Wed Jun 25 22:43:45 GMT 2025","Wed Jun 25 22:43:45 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"skipped","Wed Jun 25 22:43:56 GMT 2025","Wed Jun 25 22:43:56 GMT 2025","0","tests","test_wifi","","","","test_wifi_hwsim_sae_mixed","
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
"
"skipped","Wed Jun 25 22:46:20 GMT 2025","Wed Jun 25 22:46:20 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"skipped","Wed Jun 25 22:42:35 GMT 2025","Wed Jun 25 22:42:35 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"passed","Wed Jun 25 22:46:10 GMT 2025","Wed Jun 25 22:46:19 GMT 2025","9571","hp-msm460","test_base","","","","test_kernel_errors",""
"skipped","Wed Jun 25 22:44:59 GMT 2025","Wed Jun 25 22:44:59 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"passed","Wed Jun 25 22:45:59 GMT 2025","Wed Jun 25 22:46:00 GMT 2025","612","hp-msm460","test_base","","","","test_shell",""
"passed","Wed Jun 25 22:45:02 GMT 2025","Wed Jun 25 22:45:02 GMT 2025","673","genexis-pulse-ex400","test_base","","","","test_uname",""
"passed","Wed Jun 25 22:43:12 GMT 2025","Wed Jun 25 22:43:15 GMT 2025","2929","turris-omnia","test_base","","","","test_uname",""
"passed","Wed Jun 25 22:44:55 GMT 2025","Wed Jun 25 22:44:58 GMT 2025","3707","openwrt-one","test_base","","","","test_kernel_errors",""
"passed","Wed Jun 25 22:43:51 GMT 2025","Wed Jun 25 22:43:52 GMT 2025","1525","qemu-malta-be","test_base","","","","test_dropbear_startup",""
"skipped","Wed Jun 25 22:42:33 GMT 2025","Wed Jun 25 22:42:33 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"passed","Wed Jun 25 22:43:14 GMT 2025","Wed Jun 25 22:43:14 GMT 2025","182","qemu-x86-64","test_base","","","","test_free_memory",""
"passed","Wed Jun 25 22:44:47 GMT 2025","Wed Jun 25 22:44:48 GMT 2025","822","openwrt-one","test_base","","","","test_echo",""
"passed","Wed Jun 25 22:45:20 GMT 2025","Wed Jun 25 22:45:24 GMT 2025","3956","genexis-pulse-ex400","test_base","","","","test_kernel_errors",""
"passed","Wed Jun 25 22:42:36 GMT 2025","Wed Jun 25 22:42:37 GMT 2025","862","tplink_tl-wdr3600-v1","test_base","","","","test_echo",""
"passed","Wed Jun 25 22:43:18 GMT 2025","Wed Jun 25 22:43:21 GMT 2025","2343","qemu-x86-64","test_base","","","","test_kernel_errors",""
"passed","Wed Jun 25 22:45:24 GMT 2025","Wed Jun 25 22:45:25 GMT 2025","855","genexis-pulse-ex400","test_lan","","","","test_lan_interface_address",""
"passed","Wed Jun 25 22:43:13 GMT 2025","Wed Jun 25 22:43:13 GMT 2025","152","qemu-x86-64","test_base","","","","test_echo",""
"skipped","Wed Jun 25 22:43:21 GMT 2025","Wed Jun 25 22:43:21 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"skipped","Wed Jun 25 22:44:09 GMT 2025","Wed Jun 25 22:44:09 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"passed","Wed Jun 25 22:42:37 GMT 2025","Wed Jun 25 22:42:38 GMT 2025","672","tplink_tl-wdr3600-v1","test_base","","","","test_uname",""
"skipped","Wed Jun 25 22:44:59 GMT 2025","Wed Jun 25 22:44:59 GMT 2025","0","tests","test_wifi","","","","test_wifi_hwsim_sae_mixed","
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
"
"skipped","Wed Jun 25 22:43:47 GMT 2025","Wed Jun 25 22:43:47 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"passed","Wed Jun 25 22:46:00 GMT 2025","Wed Jun 25 22:46:01 GMT 2025","808","hp-msm460","test_base","","","","test_echo",""
"passed","Wed Jun 25 22:43:50 GMT 2025","Wed Jun 25 22:43:51 GMT 2025","81","qemu-malta-be","test_base","","","","test_uname",""
"skipped","Wed Jun 25 22:44:59 GMT 2025","Wed Jun 25 22:44:59 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"passed","Wed Jun 25 22:44:50 GMT 2025","Wed Jun 25 22:44:53 GMT 2025","2959","openwrt-one","test_base","","","","test_dropbear_startup",""
"passed","Wed Jun 25 22:43:34 GMT 2025","Wed Jun 25 22:43:34 GMT 2025","53","turris-omnia","test_base","","","","test_ssh",""
"passed","Wed Jun 25 22:43:13 GMT 2025","Wed Jun 25 22:43:14 GMT 2025","534","qemu-x86-64","test_base","","","","test_ubus_system_board",""
"skipped","Wed Jun 25 22:44:59 GMT 2025","Wed Jun 25 22:44:59 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"passed","Wed Jun 25 22:43:50 GMT 2025","Wed Jun 25 22:43:50 GMT 2025","44","qemu-malta-be","test_base","","","","test_shell",""
"skipped","Wed Jun 25 22:43:13 GMT 2025","Wed Jun 25 22:43:13 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"passed","Wed Jun 25 22:45:01 GMT 2025","Wed Jun 25 22:45:02 GMT 2025","824","genexis-pulse-ex400","test_base","","","","test_echo",""
"skipped","Wed Jun 25 22:46:10 GMT 2025","Wed Jun 25 22:46:10 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"skipped","Wed Jun 25 22:43:44 GMT 2025","Wed Jun 25 22:43:44 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"skipped","Wed Jun 25 22:43:47 GMT 2025","Wed Jun 25 22:43:47 GMT 2025","0","tests","test_wifi","","","","test_wifi_hwsim_sae_mixed","
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
"
"skipped","Wed Jun 25 22:44:55 GMT 2025","Wed Jun 25 22:44:55 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup_u",""
"skipped","Wed Jun 25 22:45:25 GMT 2025","Wed Jun 25 22:45:25 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"skipped","Wed Jun 25 22:43:21 GMT 2025","Wed Jun 25 22:43:21 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"skipped","Wed Jun 25 22:44:09 GMT 2025","Wed Jun 25 22:44:09 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"skipped","Wed Jun 25 22:46:10 GMT 2025","Wed Jun 25 22:46:10 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup_u",""
"passed","Wed Jun 25 22:43:54 GMT 2025","Wed Jun 25 22:43:54 GMT 2025","90","qemu-malta-be","test_base","","","","test_ssh",""
"skipped","Wed Jun 25 22:43:47 GMT 2025","Wed Jun 25 22:43:47 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"skipped","Wed Jun 25 22:44:07 GMT 2025","Wed Jun 25 22:44:07 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"skipped","Wed Jun 25 22:43:47 GMT 2025","Wed Jun 25 22:43:47 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"skipped","Wed Jun 25 22:43:34 GMT 2025","Wed Jun 25 22:43:34 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"passed","Wed Jun 25 22:43:46 GMT 2025","Wed Jun 25 22:43:47 GMT 2025","855","tplink_tl-wdr3600-v1","test_lan","","","","test_lan_interface_address",""
"passed","Wed Jun 25 22:43:55 GMT 2025","Wed Jun 25 22:43:56 GMT 2025","60","qemu-malta-be","test_lan","","","","test_lan_interface_address",""
"skipped","Wed Jun 25 22:45:25 GMT 2025","Wed Jun 25 22:45:25 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"passed","Wed Jun 25 22:43:13 GMT 2025","Wed Jun 25 22:43:13 GMT 2025","240","qemu-x86-64","test_base","","","","test_uname",""
"passed","Wed Jun 25 22:46:19 GMT 2025","Wed Jun 25 22:46:20 GMT 2025","847","hp-msm460","test_lan","","","","test_lan_interface_address",""
