"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that sufficient entropy is available for cryptographic operations.","60","test_entropy_available","qemu-armsr-armv8","Tue Jul 22 12:56:50 GMT 2025","passed","Tue Jul 22 12:56:50 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","0","test_wifi_wpa2","tests","Tue Jul 22 12:55:47 GMT 2025","skipped","Tue Jul 22 12:55:47 GMT 2025","","test_wifi","",""
"Test system-wide open file descriptors.","45","test_open_file_descriptors","hpe_msm460","Tue Jul 22 12:55:45 GMT 2025","passed","Tue Jul 22 12:55:45 GMT 2025","TestSystemHealth","test_system_health","",""
"","67","test_lan_interface_address","qemu-x86-64","Tue Jul 22 12:56:04 GMT 2025","passed","Tue Jul 22 12:56:04 GMT 2025","","test_lan","",""
"","135","test_apk_audit","hpe_msm460","Tue Jul 22 12:55:39 GMT 2025","passed","Tue Jul 22 12:55:39 GMT 2025","TestApk","test_apk","",""
"","0","test_opkg_procd_installed","tests","Tue Jul 22 12:58:29 GMT 2025","skipped","Tue Jul 22 12:58:29 GMT 2025","","test_opkg","",""
"","0","test_apk_add_ucert","tests","Tue Jul 22 12:58:24 GMT 2025","skipped","Tue Jul 22 12:58:24 GMT 2025","TestApk","test_apk","",""
"Check for zombie processes.","23","test_zombie_processes","bananapi_bpi-r64","Tue Jul 22 12:57:27 GMT 2025","passed","Tue Jul 22 12:57:27 GMT 2025","TestSystemHealth","test_system_health","",""
"","23","test_free_memory","qemu-malta-be","Tue Jul 22 12:55:46 GMT 2025","passed","Tue Jul 22 12:55:46 GMT 2025","","test_base","",""
"
Test enabling a wifi network with WPA3 encryption.

This test configures a wifi network with WPA3 encryption and password 'openwrt4all'.
","5785","test_wifi_wpa3","tplink_tl-wdr3600-v1","Tue Jul 22 12:57:31 GMT 2025","passed","Tue Jul 22 12:57:37 GMT 2025","","test_wifi","",""
"","0","test_https_download","tests","Tue Jul 22 12:56:37 GMT 2025","skipped","Tue Jul 22 12:56:37 GMT 2025","","test_wan","",""
"Check for zombie processes.","100","test_zombie_processes","tplink_tl-wr1043nd-v3","Tue Jul 22 12:56:21 GMT 2025","passed","Tue Jul 22 12:56:21 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
","0","test_wifi_hwsim_sae_mixed","tests","Tue Jul 22 12:57:45 GMT 2025","skipped","Tue Jul 22 12:57:45 GMT 2025","","test_wifi","",""
"
Test enabling a wifi network with WPA3 encryption.

This test configures a wifi network with WPA3 encryption and password 'openwrt4all'.
","9222","test_wifi_wpa3","bananapi_bpi-r64","Tue Jul 22 12:57:27 GMT 2025","passed","Tue Jul 22 12:57:36 GMT 2025","","test_wifi","",""
"Test filesystem usage on critical mount points.","135","test_filesystem_usage","qemu-malta-be","Tue Jul 22 12:55:47 GMT 2025","passed","Tue Jul 22 12:55:47 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Tue Jul 22 12:57:45 GMT 2025","skipped","Tue Jul 22 12:57:45 GMT 2025","","test_wifi","",""
"","0","test_sysupgrade_backup","tests","Tue Jul 22 12:57:17 GMT 2025","skipped","Tue Jul 22 12:57:17 GMT 2025","","test_base","",""
"","0","test_sysupgrade_backup_u","tests","Tue Jul 22 12:55:43 GMT 2025","skipped","Tue Jul 22 12:55:43 GMT 2025","","test_base","",""
"Test system-wide open file descriptors.","18","test_open_file_descriptors","qemu-malta-be","Tue Jul 22 12:55:47 GMT 2025","passed","Tue Jul 22 12:55:47 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_sysupgrade_backup_u","tests","Tue Jul 22 12:57:17 GMT 2025","skipped","Tue Jul 22 12:57:17 GMT 2025","","test_base","",""
"Test memory usage and check for memory leaks.","53","test_memory_usage","openwrt_one","Tue Jul 22 12:55:36 GMT 2025","passed","Tue Jul 22 12:55:36 GMT 2025","TestSystemHealth","test_system_health","",""
"","24","test_firmware_version","qemu-malta-be","Tue Jul 22 12:55:46 GMT 2025","passed","Tue Jul 22 12:55:46 GMT 2025","","test_base","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Tue Jul 22 12:56:50 GMT 2025","skipped","Tue Jul 22 12:56:50 GMT 2025","","test_wifi","",""
"","0","test_sysupgrade_backup_u","tests","Tue Jul 22 12:58:28 GMT 2025","skipped","Tue Jul 22 12:58:28 GMT 2025","","test_base","",""
"Test memory usage and check for memory leaks.","20","test_memory_usage","qemu-malta-be","Tue Jul 22 12:55:47 GMT 2025","passed","Tue Jul 22 12:55:47 GMT 2025","TestSystemHealth","test_system_health","",""
"Test CPU load is within acceptable limits.","20","test_cpu_load","qemu-malta-be","Tue Jul 22 12:55:47 GMT 2025","passed","Tue Jul 22 12:55:47 GMT 2025","TestSystemHealth","test_system_health","",""
"","581","test_shell","bananapi_bpi-r4","Tue Jul 22 12:57:13 GMT 2025","passed","Tue Jul 22 12:57:14 GMT 2025","","test_base","",""
"","127","test_apk_procd_installed","genexis_pulse-ex400","Tue Jul 22 12:58:24 GMT 2025","passed","Tue Jul 22 12:58:24 GMT 2025","TestApk","test_apk","",""
"Check for zombie processes.","85","test_zombie_processes","qemu-x86-64","Tue Jul 22 12:56:05 GMT 2025","passed","Tue Jul 22 12:56:05 GMT 2025","TestSystemHealth","test_system_health","",""
"Test and record system uptime.","45","test_system_uptime","openwrt_one","Tue Jul 22 12:55:36 GMT 2025","passed","Tue Jul 22 12:55:36 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Tue Jul 22 12:57:20 GMT 2025","skipped","Tue Jul 22 12:57:20 GMT 2025","","test_wifi","",""
"","245","test_ssh_supported_algorithms","qemu-malta-be","Tue Jul 22 12:55:46 GMT 2025","passed","Tue Jul 22 12:55:47 GMT 2025","","test_network_security","",""
"Test and record system uptime.","60","test_system_uptime","qemu-armsr-armv8","Tue Jul 22 12:56:49 GMT 2025","passed","Tue Jul 22 12:56:49 GMT 2025","TestSystemHealth","test_system_health","",""
"Test temperature sensors if available.","18","test_temperature_sensors","qemu-malta-be","Tue Jul 22 12:55:47 GMT 2025","passed","Tue Jul 22 12:55:47 GMT 2025","TestSystemHealth","test_system_health","",""
"Test CPU load is within acceptable limits.","45","test_cpu_load","hpe_msm460","Tue Jul 22 12:55:44 GMT 2025","passed","Tue Jul 22 12:55:44 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_opkg_install_ucert","tests","Tue Jul 22 12:56:20 GMT 2025","skipped","Tue Jul 22 12:56:20 GMT 2025","","test_opkg","",""
"","1270","test_apk_procd_installed","qemu-x86-64","Tue Jul 22 12:55:49 GMT 2025","passed","Tue Jul 22 12:55:50 GMT 2025","TestApk","test_apk","",""
"","4502","test_firmware_version","tplink_tl-wdr4300-v1","Tue Jul 22 12:56:18 GMT 2025","passed","Tue Jul 22 12:56:22 GMT 2025","","test_base","",""
"
Test enabling a wifi network with WPA3 encryption.

This test configures a wifi network with WPA3 encryption and password 'openwrt4all'.
","4714","test_wifi_wpa3","genexis_pulse-ex400","Tue Jul 22 12:58:30 GMT 2025","passed","Tue Jul 22 12:58:35 GMT 2025","","test_wifi","",""
"Check kernel ring buffer for critical errors.","193","test_kernel_ring_buffer","hpe_msm460","Tue Jul 22 12:55:45 GMT 2025","passed","Tue Jul 22 12:55:45 GMT 2025","TestSystemHealth","test_system_health","",""
"Test memory usage and check for memory leaks.","44","test_memory_usage","bananapi_bpi-r4","Tue Jul 22 12:57:18 GMT 2025","passed","Tue Jul 22 12:57:18 GMT 2025","TestSystemHealth","test_system_health","",""
"Test memory usage and check for memory leaks.","148","test_memory_usage","tplink_tl-wdr3600-v1","Tue Jul 22 12:57:29 GMT 2025","passed","Tue Jul 22 12:57:29 GMT 2025","TestSystemHealth","test_system_health","",""
"","577","test_shell","bananapi_bpi-r64","Tue Jul 22 12:57:22 GMT 2025","passed","Tue Jul 22 12:57:22 GMT 2025","","test_base","",""
"","0","test_sysupgrade_backup_u","tests","Tue Jul 22 12:56:48 GMT 2025","skipped","Tue Jul 22 12:56:48 GMT 2025","","test_base","",""
"","0","test_opkg_install_ucert","tests","Tue Jul 22 12:55:44 GMT 2025","skipped","Tue Jul 22 12:55:44 GMT 2025","","test_opkg","",""
"Test number of running processes is reasonable.","70","test_process_count","qemu-x86-64","Tue Jul 22 12:56:05 GMT 2025","passed","Tue Jul 22 12:56:05 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test enabling a wifi network with WPA3 encryption.

This test configures a wifi network with WPA3 encryption and password 'openwrt4all'.
","0","test_wifi_wpa3","tests","Tue Jul 22 12:56:50 GMT 2025","skipped","Tue Jul 22 12:56:50 GMT 2025","","test_wifi","",""
"","0","test_opkg_procd_installed","tests","Tue Jul 22 12:57:18 GMT 2025","skipped","Tue Jul 22 12:57:18 GMT 2025","","test_opkg","",""
"","65","test_ubus_system_board","genexis_pulse-ex400","Tue Jul 22 12:58:28 GMT 2025","passed","Tue Jul 22 12:58:28 GMT 2025","","test_base","",""
"","0","test_opkg_install_ucert","tests","Tue Jul 22 12:56:36 GMT 2025","skipped","Tue Jul 22 12:56:36 GMT 2025","","test_opkg","",""
