"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1943","test_dropbear_startup","tplink_tl-wdr3600-v1","Tue Jul 22 12:44:50 GMT 2025","passed","Tue Jul 22 12:44:52 GMT 2025","","test_base","",""
"
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
","0","test_wifi_hwsim_sae_mixed","tests","Tue Jul 22 12:47:50 GMT 2025","skipped","Tue Jul 22 12:47:50 GMT 2025","","test_wifi","",""
"","47","test_uname","hpe_msm460","Tue Jul 22 12:45:56 GMT 2025","passed","Tue Jul 22 12:45:56 GMT 2025","","test_base","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","4692","test_wifi_wpa2","genexis_pulse-ex400","Tue Jul 22 12:46:14 GMT 2025","passed","Tue Jul 22 12:46:19 GMT 2025","","test_wifi","",""
"Test system-wide open file descriptors.","96","test_open_file_descriptors","qemu-x86-64","Tue Jul 22 12:40:51 GMT 2025","passed","Tue Jul 22 12:40:51 GMT 2025","TestSystemHealth","test_system_health","",""
"","225","test_ssh_supported_algorithms","tplink_tl-wdr4300-v1","Tue Jul 22 12:44:13 GMT 2025","passed","Tue Jul 22 12:44:13 GMT 2025","","test_network_security","",""
"","43","test_ssh","hpe_msm460","Tue Jul 22 12:45:56 GMT 2025","passed","Tue Jul 22 12:45:56 GMT 2025","","test_base","",""
"","117","test_uname","openwrt_one","Tue Jul 22 12:41:41 GMT 2025","passed","Tue Jul 22 12:41:41 GMT 2025","","test_base","",""
"","25","test_ssh","qemu-x86-64","Tue Jul 22 12:40:49 GMT 2025","passed","Tue Jul 22 12:40:49 GMT 2025","","test_base","",""
"","579","test_shell","openwrt_one","Tue Jul 22 12:41:37 GMT 2025","passed","Tue Jul 22 12:41:37 GMT 2025","","test_base","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Tue Jul 22 12:47:50 GMT 2025","skipped","Tue Jul 22 12:47:50 GMT 2025","","test_wifi","",""
"","205","test_kernel_errors","tplink_tl-wdr4300-v1","Tue Jul 22 12:44:09 GMT 2025","passed","Tue Jul 22 12:44:09 GMT 2025","","test_base","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Tue Jul 22 12:45:53 GMT 2025","skipped","Tue Jul 22 12:45:53 GMT 2025","","test_wifi","",""
"","58","test_kernel_errors","bananapi_bpi-r64","Tue Jul 22 12:45:33 GMT 2025","passed","Tue Jul 22 12:45:34 GMT 2025","","test_base","",""
"Test CPU load is within acceptable limits.","45","test_cpu_load","hpe_msm460","Tue Jul 22 12:45:57 GMT 2025","passed","Tue Jul 22 12:45:57 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Tue Jul 22 12:40:51 GMT 2025","skipped","Tue Jul 22 12:40:51 GMT 2025","","test_wifi","",""
"Test number of running processes is reasonable.","84","test_process_count","tplink_tl-wdr3600-v1","Tue Jul 22 12:44:55 GMT 2025","passed","Tue Jul 22 12:44:55 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_sysupgrade_backup","tests","Tue Jul 22 12:44:09 GMT 2025","skipped","Tue Jul 22 12:44:09 GMT 2025","","test_base","",""
"Test memory usage and check for memory leaks.","22","test_memory_usage","qemu-malta-be","Tue Jul 22 12:40:37 GMT 2025","passed","Tue Jul 22 12:40:37 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","0","test_wifi_wpa2","tests","Tue Jul 22 12:41:21 GMT 2025","skipped","Tue Jul 22 12:41:21 GMT 2025","","test_wifi","",""
"","85","test_uname","tplink_tl-wdr4300-v1","Tue Jul 22 12:44:09 GMT 2025","passed","Tue Jul 22 12:44:09 GMT 2025","","test_base","",""
"Test temperature sensors if available.","75","test_temperature_sensors","qemu-x86-64","Tue Jul 22 12:40:51 GMT 2025","passed","Tue Jul 22 12:40:51 GMT 2025","TestSystemHealth","test_system_health","",""
"Check for zombie processes.","66","test_zombie_processes","hpe_msm460","Tue Jul 22 12:45:58 GMT 2025","passed","Tue Jul 22 12:45:58 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","5196","test_wifi_wpa2","tplink_tl-wdr3600-v1","Tue Jul 22 12:45:01 GMT 2025","passed","Tue Jul 22 12:45:06 GMT 2025","","test_wifi","",""
"Test CPU load is within acceptable limits.","30","test_cpu_load","qemu-malta-be","Tue Jul 22 12:40:37 GMT 2025","passed","Tue Jul 22 12:40:37 GMT 2025","TestSystemHealth","test_system_health","",""
"","91","test_ubus_system_board","tplink_tl-wdr3600-v1","Tue Jul 22 12:44:53 GMT 2025","passed","Tue Jul 22 12:44:53 GMT 2025","","test_base","",""
"Test number of running processes is reasonable.","64","test_process_count","hpe_msm460","Tue Jul 22 12:45:58 GMT 2025","passed","Tue Jul 22 12:45:58 GMT 2025","TestSystemHealth","test_system_health","",""
"","11","test_uname","bananapi_bpi-r64","Tue Jul 22 12:45:33 GMT 2025","passed","Tue Jul 22 12:45:33 GMT 2025","","test_base","",""
"Test and record system uptime.","65","test_system_uptime","qemu-x86-64","Tue Jul 22 12:40:51 GMT 2025","passed","Tue Jul 22 12:40:51 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_opkg_procd_installed","tests","Tue Jul 22 12:41:20 GMT 2025","skipped","Tue Jul 22 12:41:20 GMT 2025","","test_opkg","",""
"","0","test_opkg_install_ucert","tests","Tue Jul 22 12:45:35 GMT 2025","skipped","Tue Jul 22 12:45:35 GMT 2025","","test_opkg","",""
"","331","test_dropbear_startup","qemu-armsr-armv8","Tue Jul 22 12:41:19 GMT 2025","passed","Tue Jul 22 12:41:19 GMT 2025","","test_base","",""
"Test system-wide open file descriptors.","61","test_open_file_descriptors","tplink_tl-wdr3600-v1","Tue Jul 22 12:44:55 GMT 2025","passed","Tue Jul 22 12:44:55 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_opkg_procd_installed","tests","Tue Jul 22 12:40:37 GMT 2025","skipped","Tue Jul 22 12:40:37 GMT 2025","","test_opkg","",""
"","3860","test_lan_interface_address","tplink_tl-wr1043nd-v3","Tue Jul 22 12:47:35 GMT 2025","passed","Tue Jul 22 12:47:39 GMT 2025","","test_lan","",""
"","85","test_ubus_system_board","qemu-armsr-armv8","Tue Jul 22 12:41:19 GMT 2025","passed","Tue Jul 22 12:41:19 GMT 2025","","test_base","",""
"","0","test_sysupgrade_backup_u","tests","Tue Jul 22 12:41:41 GMT 2025","skipped","Tue Jul 22 12:41:41 GMT 2025","","test_base","",""
"
Test enabling a wifi network with WPA3 encryption.

This test configures a wifi network with WPA3 encryption and password 'openwrt4all'.
","4561","test_wifi_wpa3","openwrt_one","Tue Jul 22 12:41:44 GMT 2025","passed","Tue Jul 22 12:41:48 GMT 2025","","test_wifi","",""
"","910","test_firmware_version","bananapi_bpi-r64","Tue Jul 22 12:45:31 GMT 2025","passed","Tue Jul 22 12:45:32 GMT 2025","","test_base","",""
"","126","test_apk_procd_installed","genexis_pulse-ex400","Tue Jul 22 12:46:03 GMT 2025","passed","Tue Jul 22 12:46:03 GMT 2025","TestApk","test_apk","",""
