"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","46","test_ssh","hpe_msm460","Thu Jul 17 22:13:35 GMT 2025","passed","Thu Jul 17 22:13:35 GMT 2025","","test_base","",""
"Test that sufficient entropy is available for cryptographic operations.","72","test_entropy_available","tplink_tl-wr1043nd-v3","Thu Jul 17 22:15:06 GMT 2025","passed","Thu Jul 17 22:15:06 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_https_download","tests","Thu Jul 17 22:15:06 GMT 2025","skipped","Thu Jul 17 22:15:06 GMT 2025","","test_wan","",""
"","81","test_echo","tplink_tl-wdr4300-v1","Thu Jul 17 22:14:20 GMT 2025","passed","Thu Jul 17 22:14:20 GMT 2025","","test_base","",""
"
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
","0","test_wifi_hwsim_sae_mixed","tests","Thu Jul 17 22:15:16 GMT 2025","skipped","Thu Jul 17 22:15:16 GMT 2025","","test_wifi","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","4541","test_wifi_wpa2","hpe_msm460","Thu Jul 17 22:13:42 GMT 2025","passed","Thu Jul 17 22:13:46 GMT 2025","","test_wifi","",""
"","0","test_sysupgrade_backup_u","tests","Thu Jul 17 22:13:35 GMT 2025","skipped","Thu Jul 17 22:13:35 GMT 2025","","test_base","",""
"","4486","test_firmware_version","tplink_tl-wdr4300-v1","Thu Jul 17 22:14:07 GMT 2025","passed","Thu Jul 17 22:14:12 GMT 2025","","test_base","",""
"","0","test_sysupgrade_backup","tests","Thu Jul 17 22:14:44 GMT 2025","skipped","Thu Jul 17 22:14:44 GMT 2025","","test_base","",""
"Test temperature sensors if available.","20","test_temperature_sensors","qemu-malta-be","Thu Jul 17 22:13:38 GMT 2025","passed","Thu Jul 17 22:13:38 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Thu Jul 17 22:14:37 GMT 2025","skipped","Thu Jul 17 22:14:37 GMT 2025","","test_wifi","",""
"Test number of running processes is reasonable.","45","test_process_count","qemu-malta-be","Thu Jul 17 22:13:38 GMT 2025","passed","Thu Jul 17 22:13:38 GMT 2025","TestSystemHealth","test_system_health","",""
"","1015","test_firmware_version","hpe_msm460","Thu Jul 17 22:13:32 GMT 2025","passed","Thu Jul 17 22:13:33 GMT 2025","","test_base","",""
"","67","test_echo","tplink_tl-wr1043nd-v3","Thu Jul 17 22:15:00 GMT 2025","passed","Thu Jul 17 22:15:00 GMT 2025","","test_base","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Thu Jul 17 22:13:38 GMT 2025","skipped","Thu Jul 17 22:13:38 GMT 2025","","test_wifi","",""
"","850","test_lan_interface_address","hpe_msm460","Thu Jul 17 22:13:35 GMT 2025","passed","Thu Jul 17 22:13:36 GMT 2025","","test_lan","",""
"
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
","0","test_wifi_hwsim_sae_mixed","tests","Thu Jul 17 22:13:38 GMT 2025","skipped","Thu Jul 17 22:13:38 GMT 2025","","test_wifi","",""
"Check kernel ring buffer for critical errors.","118","test_kernel_ring_buffer","tplink_tl-wdr4300-v1","Thu Jul 17 22:14:26 GMT 2025","passed","Thu Jul 17 22:14:26 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_apk_procd_installed","","Thu Jul 17 22:13:00 GMT 2025","skipped","Thu Jul 17 22:13:00 GMT 2025","","","",""
"","0","test_apk_add_ucert","tests","Thu Jul 17 22:13:31 GMT 2025","skipped","Thu Jul 17 22:13:31 GMT 2025","TestApk","test_apk","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","4504","test_wifi_wpa2","openwrt_one","Thu Jul 17 22:13:31 GMT 2025","passed","Thu Jul 17 22:13:35 GMT 2025","","test_wifi","",""
"","65","test_firmware_version","qemu-x86-64","Thu Jul 17 22:14:44 GMT 2025","passed","Thu Jul 17 22:14:44 GMT 2025","","test_base","",""
"","0","test_opkg_procd_installed","tests","Thu Jul 17 22:14:25 GMT 2025","skipped","Thu Jul 17 22:14:25 GMT 2025","","test_opkg","",""
"Test CPU load is within acceptable limits.","73","test_cpu_load","tplink_tl-wr1043nd-v3","Thu Jul 17 22:15:05 GMT 2025","passed","Thu Jul 17 22:15:05 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_opkg_procd_installed","tests","Thu Jul 17 22:15:05 GMT 2025","skipped","Thu Jul 17 22:15:05 GMT 2025","","test_opkg","",""
