"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","36","test_uname","qemu-x86-64","Mon Jul 21 00:33:05 GMT 2025","passed","Mon Jul 21 00:33:05 GMT 2025","","test_base","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","0","test_wifi_wpa2","tests","Mon Jul 21 00:32:59 GMT 2025","skipped","Mon Jul 21 00:32:59 GMT 2025","","test_wifi","",""
"","83","test_firmware_version","qemu-armsr-armv8","Mon Jul 21 00:32:50 GMT 2025","passed","Mon Jul 21 00:32:51 GMT 2025","","test_base","",""
"","0","test_sysupgrade_backup_u","tests","Mon Jul 21 00:32:58 GMT 2025","skipped","Mon Jul 21 00:32:58 GMT 2025","","test_base","",""
"Test system-wide open file descriptors.","51","test_open_file_descriptors","openwrt_one","Mon Jul 21 00:32:26 GMT 2025","passed","Mon Jul 21 00:32:26 GMT 2025","TestSystemHealth","test_system_health","",""
"","65","test_lan_interface_address","qemu-x86-64","Mon Jul 21 00:33:05 GMT 2025","passed","Mon Jul 21 00:33:05 GMT 2025","","test_lan","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","4549","test_wifi_wpa2","openwrt_one","Mon Jul 21 00:32:30 GMT 2025","passed","Mon Jul 21 00:32:35 GMT 2025","","test_wifi","",""
"","0","test_opkg_install_ucert","tests","Mon Jul 21 00:32:39 GMT 2025","skipped","Mon Jul 21 00:32:39 GMT 2025","","test_opkg","",""
"","0","test_sysupgrade_backup","tests","Mon Jul 21 00:32:58 GMT 2025","skipped","Mon Jul 21 00:32:58 GMT 2025","","test_base","",""
"Test CPU load is within acceptable limits.","58","test_cpu_load","openwrt_one","Mon Jul 21 00:32:25 GMT 2025","passed","Mon Jul 21 00:32:25 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
","0","test_wifi_hwsim_sae_mixed","tests","Mon Jul 21 00:31:55 GMT 2025","skipped","Mon Jul 21 00:31:55 GMT 2025","","test_wifi","",""
"","38","test_uname","qemu-malta-be","Mon Jul 21 00:32:57 GMT 2025","passed","Mon Jul 21 00:32:57 GMT 2025","","test_base","",""
"Test and record system uptime.","72","test_system_uptime","tplink_tl-wr1043nd-v3","Mon Jul 21 00:32:40 GMT 2025","passed","Mon Jul 21 00:32:40 GMT 2025","TestSystemHealth","test_system_health","",""
"Test number of running processes is reasonable.","91","test_process_count","tplink_tl-wdr3600-v1","Mon Jul 21 00:32:39 GMT 2025","passed","Mon Jul 21 00:32:39 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_sysupgrade_backup_u","tests","Mon Jul 21 00:33:05 GMT 2025","skipped","Mon Jul 21 00:33:05 GMT 2025","","test_base","",""
"Check kernel ring buffer for critical errors.","68","test_kernel_ring_buffer","bananapi_bpi-r64","Mon Jul 21 00:31:36 GMT 2025","passed","Mon Jul 21 00:31:36 GMT 2025","TestSystemHealth","test_system_health","",""
"Check for zombie processes.","98","test_zombie_processes","tplink_tl-wdr3600-v1","Mon Jul 21 00:32:39 GMT 2025","passed","Mon Jul 21 00:32:39 GMT 2025","TestSystemHealth","test_system_health","",""
"","327","test_dropbear_startup","qemu-armsr-armv8","Mon Jul 21 00:32:51 GMT 2025","passed","Mon Jul 21 00:32:51 GMT 2025","","test_base","",""
"Check for zombie processes.","65","test_zombie_processes","openwrt_one","Mon Jul 21 00:32:26 GMT 2025","passed","Mon Jul 21 00:32:26 GMT 2025","TestSystemHealth","test_system_health","",""
"","58","test_free_memory","genexis_pulse-ex400","Mon Jul 21 00:32:20 GMT 2025","passed","Mon Jul 21 00:32:20 GMT 2025","","test_base","",""
"","605","test_shell","genexis_pulse-ex400","Mon Jul 21 00:32:16 GMT 2025","passed","Mon Jul 21 00:32:17 GMT 2025","","test_base","",""
"","0","test_sysupgrade_backup","tests","Mon Jul 21 00:32:37 GMT 2025","skipped","Mon Jul 21 00:32:37 GMT 2025","","test_base","",""
"Test temperature sensors if available.","36","test_temperature_sensors","qemu-x86-64","Mon Jul 21 00:33:06 GMT 2025","passed","Mon Jul 21 00:33:06 GMT 2025","TestSystemHealth","test_system_health","",""
"Test number of running processes is reasonable.","30","test_process_count","bananapi_bpi-r64","Mon Jul 21 00:31:36 GMT 2025","passed","Mon Jul 21 00:31:36 GMT 2025","TestSystemHealth","test_system_health","",""
"","12699","test_apk_add_ucert","qemu-x86-64","Mon Jul 21 00:32:52 GMT 2025","passed","Mon Jul 21 00:33:04 GMT 2025","TestApk","test_apk","",""
"","8573","test_dropbear_startup","tplink_tl-wr1043nd-v3","Mon Jul 21 00:32:26 GMT 2025","passed","Mon Jul 21 00:32:34 GMT 2025","","test_base","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","5196","test_wifi_wpa2","tplink_tl-wdr3600-v1","Mon Jul 21 00:32:45 GMT 2025","passed","Mon Jul 21 00:32:50 GMT 2025","","test_wifi","",""
"Test filesystem usage on critical mount points.","411","test_filesystem_usage","tplink_tl-wdr3600-v1","Mon Jul 21 00:32:38 GMT 2025","passed","Mon Jul 21 00:32:39 GMT 2025","TestSystemHealth","test_system_health","",""
"Test system-wide open file descriptors.","74","test_open_file_descriptors","tplink_tl-wr1043nd-v3","Mon Jul 21 00:32:40 GMT 2025","passed","Mon Jul 21 00:32:40 GMT 2025","TestSystemHealth","test_system_health","",""
"","68","test_echo","tplink_tl-wr1043nd-v3","Mon Jul 21 00:32:34 GMT 2025","passed","Mon Jul 21 00:32:34 GMT 2025","","test_base","",""
"","159","test_apk_procd_installed","genexis_pulse-ex400","Mon Jul 21 00:32:16 GMT 2025","passed","Mon Jul 21 00:32:16 GMT 2025","TestApk","test_apk","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Mon Jul 21 00:32:53 GMT 2025","skipped","Mon Jul 21 00:32:53 GMT 2025","","test_wifi","",""
"","14","test_ssh","bananapi_bpi-r64","Mon Jul 21 00:31:35 GMT 2025","passed","Mon Jul 21 00:31:35 GMT 2025","","test_base","",""
"","0","test_opkg_procd_installed","tests","Mon Jul 21 00:32:58 GMT 2025","skipped","Mon Jul 21 00:32:58 GMT 2025","","test_opkg","",""
"","217","test_kernel_errors","tplink_tl-wdr3600-v1","Mon Jul 21 00:32:37 GMT 2025","passed","Mon Jul 21 00:32:37 GMT 2025","","test_base","",""
"","862","test_lan_interface_address","genexis_pulse-ex400","Mon Jul 21 00:32:21 GMT 2025","passed","Mon Jul 21 00:32:22 GMT 2025","","test_lan","",""
"Check kernel ring buffer for critical errors.","120","test_kernel_ring_buffer","openwrt_one","Mon Jul 21 00:32:26 GMT 2025","passed","Mon Jul 21 00:32:26 GMT 2025","TestSystemHealth","test_system_health","",""
"","63","test_uname","tplink_tl-wdr3600-v1","Mon Jul 21 00:32:37 GMT 2025","passed","Mon Jul 21 00:32:37 GMT 2025","","test_base","",""
"Test filesystem usage on critical mount points.","242","test_filesystem_usage","qemu-x86-64","Mon Jul 21 00:33:06 GMT 2025","passed","Mon Jul 21 00:33:06 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_sysupgrade_backup_u","tests","Mon Jul 21 00:32:37 GMT 2025","skipped","Mon Jul 21 00:32:37 GMT 2025","","test_base","",""
"","0","test_opkg_install_ucert","tests","Mon Jul 21 00:32:22 GMT 2025","skipped","Mon Jul 21 00:32:22 GMT 2025","","test_opkg","",""
"Check for zombie processes.","21","test_zombie_processes","bananapi_bpi-r64","Mon Jul 21 00:31:36 GMT 2025","passed","Mon Jul 21 00:31:37 GMT 2025","TestSystemHealth","test_system_health","",""
"Check for zombie processes.","77","test_zombie_processes","qemu-malta-be","Mon Jul 21 00:32:59 GMT 2025","passed","Mon Jul 21 00:32:59 GMT 2025","TestSystemHealth","test_system_health","",""
"Test number of running processes is reasonable.","70","test_process_count","qemu-x86-64","Mon Jul 21 00:33:06 GMT 2025","passed","Mon Jul 21 00:33:06 GMT 2025","TestSystemHealth","test_system_health","",""
"","59","test_free_memory","tplink_tl-wdr3600-v1","Mon Jul 21 00:32:37 GMT 2025","passed","Mon Jul 21 00:32:37 GMT 2025","","test_base","",""
"
Test enabling a wifi network with WPA3 encryption.

This test configures a wifi network with WPA3 encryption and password 'openwrt4all'.
","0","test_wifi_wpa3","tests","Mon Jul 21 00:32:59 GMT 2025","skipped","Mon Jul 21 00:32:59 GMT 2025","","test_wifi","",""
"","869","test_lan_interface_address","openwrt_one","Mon Jul 21 00:32:24 GMT 2025","passed","Mon Jul 21 00:32:25 GMT 2025","","test_lan","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Mon Jul 21 00:32:32 GMT 2025","skipped","Mon Jul 21 00:32:32 GMT 2025","","test_wifi","",""
"","27","test_ssh","qemu-malta-be","Mon Jul 21 00:32:57 GMT 2025","passed","Mon Jul 21 00:32:57 GMT 2025","","test_base","",""
"","55","test_free_memory","qemu-malta-be","Mon Jul 21 00:32:58 GMT 2025","passed","Mon Jul 21 00:32:58 GMT 2025","","test_base","",""
"Test filesystem usage on critical mount points.","375","test_filesystem_usage","genexis_pulse-ex400","Mon Jul 21 00:32:22 GMT 2025","passed","Mon Jul 21 00:32:22 GMT 2025","TestSystemHealth","test_system_health","",""
"Test memory usage and check for memory leaks.","55","test_memory_usage","qemu-malta-be","Mon Jul 21 00:32:58 GMT 2025","passed","Mon Jul 21 00:32:59 GMT 2025","TestSystemHealth","test_system_health","",""
"","65","test_ubus_system_board","tplink_tl-wdr3600-v1","Mon Jul 21 00:32:37 GMT 2025","passed","Mon Jul 21 00:32:37 GMT 2025","","test_base","",""
"Test temperature sensors if available.","80","test_temperature_sensors","qemu-armsr-armv8","Mon Jul 21 00:32:53 GMT 2025","passed","Mon Jul 21 00:32:53 GMT 2025","TestSystemHealth","test_system_health","",""
"Test temperature sensors if available.","26","test_temperature_sensors","bananapi_bpi-r64","Mon Jul 21 00:31:36 GMT 2025","passed","Mon Jul 21 00:31:36 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_opkg_procd_installed","tests","Mon Jul 21 00:32:38 GMT 2025","skipped","Mon Jul 21 00:32:38 GMT 2025","","test_opkg","",""
"Check kernel ring buffer for critical errors.","99","test_kernel_ring_buffer","tplink_tl-wr1043nd-v3","Mon Jul 21 00:32:40 GMT 2025","passed","Mon Jul 21 00:32:40 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Mon Jul 21 00:32:35 GMT 2025","skipped","Mon Jul 21 00:32:35 GMT 2025","","test_wifi","",""
"","103","test_ubus_system_board","qemu-armsr-armv8","Mon Jul 21 00:32:51 GMT 2025","passed","Mon Jul 21 00:32:51 GMT 2025","","test_base","",""
"","823","test_lan_interface_address","bananapi_bpi-r64","Mon Jul 21 00:31:35 GMT 2025","passed","Mon Jul 21 00:31:36 GMT 2025","","test_lan","",""
"","185","test_ssh_supported_algorithms","openwrt_one","Mon Jul 21 00:32:25 GMT 2025","passed","Mon Jul 21 00:32:25 GMT 2025","","test_network_security","",""
"","48","test_free_memory","openwrt_one","Mon Jul 21 00:32:24 GMT 2025","passed","Mon Jul 21 00:32:24 GMT 2025","","test_base","",""
"","414","test_apk_procd_installed","openwrt_one","Mon Jul 21 00:32:19 GMT 2025","passed","Mon Jul 21 00:32:20 GMT 2025","TestApk","test_apk","",""
"Test filesystem usage on critical mount points.","440","test_filesystem_usage","tplink_tl-wr1043nd-v3","Mon Jul 21 00:32:39 GMT 2025","passed","Mon Jul 21 00:32:40 GMT 2025","TestSystemHealth","test_system_health","",""
"","321","test_apk_audit","tplink_tl-wdr3600-v1","Mon Jul 21 00:32:33 GMT 2025","passed","Mon Jul 21 00:32:33 GMT 2025","TestApk","test_apk","",""
"","40","test_apk_procd_installed","bananapi_bpi-r64","Mon Jul 21 00:31:32 GMT 2025","passed","Mon Jul 21 00:31:32 GMT 2025","TestApk","test_apk","",""
"
Test enabling a wifi network with WPA3 encryption.

This test configures a wifi network with WPA3 encryption and password 'openwrt4all'.
","9220","test_wifi_wpa3","bananapi_bpi-r64","Mon Jul 21 00:31:37 GMT 2025","passed","Mon Jul 21 00:31:46 GMT 2025","","test_wifi","",""
"Test temperature sensors if available.","73","test_temperature_sensors","tplink_tl-wr1043nd-v3","Mon Jul 21 00:32:40 GMT 2025","passed","Mon Jul 21 00:32:40 GMT 2025","TestSystemHealth","test_system_health","",""
"","443","test_kernel_errors","qemu-armsr-armv8","Mon Jul 21 00:32:51 GMT 2025","passed","Mon Jul 21 00:32:52 GMT 2025","","test_base","",""
"","255","test_apk_procd_installed","qemu-malta-be","Mon Jul 21 00:32:45 GMT 2025","passed","Mon Jul 21 00:32:45 GMT 2025","TestApk","test_apk","",""
"Test CPU load is within acceptable limits.","59","test_cpu_load","genexis_pulse-ex400","Mon Jul 21 00:32:22 GMT 2025","passed","Mon Jul 21 00:32:22 GMT 2025","TestSystemHealth","test_system_health","",""
"","319","test_kernel_errors","qemu-malta-be","Mon Jul 21 00:32:58 GMT 2025","passed","Mon Jul 21 00:32:58 GMT 2025","","test_base","",""
"
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
","0","test_wifi_hwsim_sae_mixed","tests","Mon Jul 21 00:32:32 GMT 2025","skipped","Mon Jul 21 00:32:32 GMT 2025","","test_wifi","",""
"","0","test_opkg_procd_installed","tests","Mon Jul 21 00:32:22 GMT 2025","skipped","Mon Jul 21 00:32:22 GMT 2025","","test_opkg","",""
"Test and record system uptime.","13","test_system_uptime","bananapi_bpi-r64","Mon Jul 21 00:31:36 GMT 2025","passed","Mon Jul 21 00:31:36 GMT 2025","TestSystemHealth","test_system_health","",""
"","3867","test_lan_interface_address","tplink_tl-wr1043nd-v3","Mon Jul 21 00:32:35 GMT 2025","passed","Mon Jul 21 00:32:39 GMT 2025","","test_lan","",""
"Test that sufficient entropy is available for cryptographic operations.","80","test_entropy_available","tplink_tl-wdr3600-v1","Mon Jul 21 00:32:39 GMT 2025","passed","Mon Jul 21 00:32:39 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_opkg_install_ucert","tests","Mon Jul 21 00:32:52 GMT 2025","skipped","Mon Jul 21 00:32:52 GMT 2025","","test_opkg","",""
"","205","test_kernel_errors","openwrt_one","Mon Jul 21 00:32:24 GMT 2025","passed","Mon Jul 21 00:32:24 GMT 2025","","test_base","",""
"","1101","test_apk_procd_installed","qemu-armsr-armv8","Mon Jul 21 00:32:26 GMT 2025","passed","Mon Jul 21 00:32:27 GMT 2025","TestApk","test_apk","",""
"","0","test_opkg_procd_installed","tests","Mon Jul 21 00:33:05 GMT 2025","skipped","Mon Jul 21 00:33:05 GMT 2025","","test_opkg","",""
"","76","test_ubus_system_board","tplink_tl-wr1043nd-v3","Mon Jul 21 00:32:35 GMT 2025","passed","Mon Jul 21 00:32:35 GMT 2025","","test_base","",""
"","0","test_sysupgrade_backup_u","tests","Mon Jul 21 00:32:20 GMT 2025","skipped","Mon Jul 21 00:32:20 GMT 2025","","test_base","",""
"Check kernel ring buffer for critical errors.","109","test_kernel_ring_buffer","tplink_tl-wdr3600-v1","Mon Jul 21 00:32:39 GMT 2025","passed","Mon Jul 21 00:32:39 GMT 2025","TestSystemHealth","test_system_health","",""
"Check for zombie processes.","84","test_zombie_processes","genexis_pulse-ex400","Mon Jul 21 00:32:23 GMT 2025","passed","Mon Jul 21 00:32:23 GMT 2025","TestSystemHealth","test_system_health","",""
"Test that sufficient entropy is available for cryptographic operations.","12","test_entropy_available","bananapi_bpi-r64","Mon Jul 21 00:31:37 GMT 2025","passed","Mon Jul 21 00:31:37 GMT 2025","TestSystemHealth","test_system_health","",""
"Test and record system uptime.","45","test_system_uptime","qemu-malta-be","Mon Jul 21 00:32:59 GMT 2025","passed","Mon Jul 21 00:32:59 GMT 2025","TestSystemHealth","test_system_health","",""
"","97","test_lan_interface_address","qemu-armsr-armv8","Mon Jul 21 00:32:52 GMT 2025","passed","Mon Jul 21 00:32:52 GMT 2025","","test_lan","",""
"","874","test_shell","openwrt_one","Mon Jul 21 00:32:20 GMT 2025","passed","Mon Jul 21 00:32:21 GMT 2025","","test_base","",""
"","0","test_opkg_install_ucert","tests","Mon Jul 21 00:33:05 GMT 2025","skipped","Mon Jul 21 00:33:05 GMT 2025","","test_opkg","",""
"","14","test_ubus_system_board","bananapi_bpi-r64","Mon Jul 21 00:31:35 GMT 2025","passed","Mon Jul 21 00:31:35 GMT 2025","","test_base","",""
"","939","test_firmware_version","openwrt_one","Mon Jul 21 00:32:21 GMT 2025","passed","Mon Jul 21 00:32:22 GMT 2025","","test_base","",""
"Test that sufficient entropy is available for cryptographic operations.","66","test_entropy_available","genexis_pulse-ex400","Mon Jul 21 00:32:23 GMT 2025","passed","Mon Jul 21 00:32:23 GMT 2025","TestSystemHealth","test_system_health","",""
