"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that sufficient entropy is available for cryptographic operations.","102","test_entropy_available","qemu-x86-64","Thu Jul 17 16:06:29 GMT 2025","passed","Thu Jul 17 16:06:29 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","5202","test_wifi_wpa2","tplink_tl-wdr3600-v1","Thu Jul 17 16:07:19 GMT 2025","passed","Thu Jul 17 16:07:24 GMT 2025","","test_wifi","",""
"","86","test_apk_procd_installed","hpe_msm460","Thu Jul 17 16:12:21 GMT 2025","passed","Thu Jul 17 16:12:21 GMT 2025","TestApk","test_apk","",""
"","48","test_free_memory","openwrt_one","Thu Jul 17 16:11:03 GMT 2025","passed","Thu Jul 17 16:11:03 GMT 2025","","test_base","",""
"Test filesystem usage on critical mount points.","531","test_filesystem_usage","tplink_tl-wdr3600-v1","Thu Jul 17 16:07:12 GMT 2025","passed","Thu Jul 17 16:07:13 GMT 2025","TestSystemHealth","test_system_health","",""
"Test that sufficient entropy is available for cryptographic operations.","59","test_entropy_available","genexis_pulse-ex400","Thu Jul 17 16:09:40 GMT 2025","passed","Thu Jul 17 16:09:40 GMT 2025","TestSystemHealth","test_system_health","",""
"Test system-wide open file descriptors.","46","test_open_file_descriptors","hpe_msm460","Thu Jul 17 16:12:27 GMT 2025","passed","Thu Jul 17 16:12:27 GMT 2025","TestSystemHealth","test_system_health","",""
"","862","test_lan_interface_address","genexis_pulse-ex400","Thu Jul 17 16:09:38 GMT 2025","passed","Thu Jul 17 16:09:39 GMT 2025","","test_lan","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Thu Jul 17 16:12:36 GMT 2025","skipped","Thu Jul 17 16:12:36 GMT 2025","","test_wifi","",""
"","25","test_ssh","qemu-x86-64","Thu Jul 17 16:06:27 GMT 2025","passed","Thu Jul 17 16:06:27 GMT 2025","","test_base","",""
"","0","test_sysupgrade_backup_u","tests","Thu Jul 17 16:06:43 GMT 2025","skipped","Thu Jul 17 16:06:43 GMT 2025","","test_base","",""
"Check kernel ring buffer for critical errors.","186","test_kernel_ring_buffer","hpe_msm460","Thu Jul 17 16:12:27 GMT 2025","passed","Thu Jul 17 16:12:27 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
","0","test_wifi_hwsim_sae_mixed","tests","Thu Jul 17 16:09:50 GMT 2025","skipped","Thu Jul 17 16:09:50 GMT 2025","","test_wifi","",""
"","3897","test_lan_interface_address","tplink_tl-wdr4300-v1","Thu Jul 17 16:08:57 GMT 2025","passed","Thu Jul 17 16:09:01 GMT 2025","","test_lan","",""
"","0","test_sysupgrade_backup_u","tests","Thu Jul 17 16:09:38 GMT 2025","skipped","Thu Jul 17 16:09:38 GMT 2025","","test_base","",""
"
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
","0","test_wifi_hwsim_sae_mixed","tests","Thu Jul 17 16:07:24 GMT 2025","skipped","Thu Jul 17 16:07:24 GMT 2025","","test_wifi","",""
"","0","test_apk_add_ucert","tests","Thu Jul 17 16:10:59 GMT 2025","skipped","Thu Jul 17 16:10:59 GMT 2025","TestApk","test_apk","",""
"","0","test_https_download","tests","Thu Jul 17 16:11:39 GMT 2025","skipped","Thu Jul 17 16:11:39 GMT 2025","","test_wan","",""
"","170","test_kernel_errors","genexis_pulse-ex400","Thu Jul 17 16:09:38 GMT 2025","passed","Thu Jul 17 16:09:38 GMT 2025","","test_base","",""
"Test system-wide open file descriptors.","85","test_open_file_descriptors","tplink_tl-wdr4300-v1","Thu Jul 17 16:09:02 GMT 2025","passed","Thu Jul 17 16:09:02 GMT 2025","TestSystemHealth","test_system_health","",""
"","47","test_ssh","openwrt_one","Thu Jul 17 16:11:03 GMT 2025","passed","Thu Jul 17 16:11:03 GMT 2025","","test_base","",""
"","97","test_free_memory","tplink_tl-wdr3600-v1","Thu Jul 17 16:07:11 GMT 2025","passed","Thu Jul 17 16:07:11 GMT 2025","","test_base","",""
"","66","test_firmware_version","qemu-x86-64","Thu Jul 17 16:06:27 GMT 2025","passed","Thu Jul 17 16:06:27 GMT 2025","","test_base","",""
"","0","test_opkg_install_ucert","tests","Thu Jul 17 16:06:28 GMT 2025","skipped","Thu Jul 17 16:06:28 GMT 2025","","test_opkg","",""
