"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Check for zombie processes.","118","test_zombie_processes","tplink_tl-wdr4300-v1","Sat Jul 19 20:00:00 GMT 2025","passed","Sat Jul 19 20:00:00 GMT 2025","TestSystemHealth","test_system_health","",""
"Test number of running processes is reasonable.","28","test_process_count","bananapi_bpi-r64","Sat Jul 19 20:04:35 GMT 2025","passed","Sat Jul 19 20:04:35 GMT 2025","TestSystemHealth","test_system_health","",""
"Test memory usage and check for memory leaks.","38","test_memory_usage","qemu-x86-64","Sat Jul 19 20:00:26 GMT 2025","passed","Sat Jul 19 20:00:26 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_sysupgrade_backup","tests","Sat Jul 19 20:00:29 GMT 2025","skipped","Sat Jul 19 20:00:29 GMT 2025","","test_base","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","4332","test_wifi_wpa2","genexis_pulse-ex400","Sat Jul 19 19:59:21 GMT 2025","passed","Sat Jul 19 19:59:26 GMT 2025","","test_wifi","",""
"","647","test_shell","hpe_msm460","Sat Jul 19 19:59:01 GMT 2025","passed","Sat Jul 19 19:59:01 GMT 2025","","test_base","",""
"","85","test_free_memory","tplink_tl-wdr4300-v1","Sat Jul 19 19:59:55 GMT 2025","passed","Sat Jul 19 19:59:55 GMT 2025","","test_base","",""
"","24272","test_apk_add_ucert","qemu-armsr-armv8","Sat Jul 19 20:00:04 GMT 2025","passed","Sat Jul 19 20:00:28 GMT 2025","TestApk","test_apk","",""
"","166","test_kernel_errors","genexis_pulse-ex400","Sat Jul 19 19:59:16 GMT 2025","passed","Sat Jul 19 19:59:16 GMT 2025","","test_base","",""
"","271","test_ssh_supported_algorithms","qemu-malta-be","Sat Jul 19 19:59:12 GMT 2025","passed","Sat Jul 19 19:59:12 GMT 2025","","test_network_security","",""
