"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Jun 24 23:06:47 GMT 2025","Tue Jun 24 23:06:47 GMT 2025","1","tests","test_base","","","","test_sysupgrade_backup_u",""
"passed","Tue Jun 24 23:06:43 GMT 2025","Tue Jun 24 23:06:43 GMT 2025","52","qemu-malta-be","test_base","","","","test_shell",""
"skipped","Tue Jun 24 23:08:10 GMT 2025","Tue Jun 24 23:08:10 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"passed","Tue Jun 24 23:11:43 GMT 2025","Tue Jun 24 23:11:47 GMT 2025","4316","turris-omnia","test_base","","","","test_ubus_system_board",""
"passed","Tue Jun 24 23:09:15 GMT 2025","Tue Jun 24 23:09:16 GMT 2025","670","genexis-pulse-ex400","test_base","","","","test_free_memory",""
"passed","Tue Jun 24 23:09:47 GMT 2025","Tue Jun 24 23:09:50 GMT 2025","2779","tplink_tl-wdr3600-v1","test_base","","","","test_kernel_errors",""
"skipped","Tue Jun 24 23:09:24 GMT 2025","Tue Jun 24 23:09:24 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"passed","Tue Jun 24 23:09:18 GMT 2025","Tue Jun 24 23:09:18 GMT 2025","657","tplink_tl-wdr3600-v1","test_base","","","","test_free_memory",""
"passed","Tue Jun 24 23:09:16 GMT 2025","Tue Jun 24 23:09:17 GMT 2025","711","tplink_tl-wdr3600-v1","test_base","","","","test_uname",""
"skipped","Tue Jun 24 23:06:49 GMT 2025","Tue Jun 24 23:06:49 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"skipped","Tue Jun 24 23:06:17 GMT 2025","Tue Jun 24 23:06:17 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"passed","Tue Jun 24 23:11:50 GMT 2025","Tue Jun 24 23:12:00 GMT 2025","9721","turris-omnia","test_base","","","","test_dropbear_startup",""
"passed","Tue Jun 24 23:08:54 GMT 2025","Tue Jun 24 23:08:55 GMT 2025","975","hp-msm460","test_base","","","","test_ubus_system_board",""
"skipped","Tue Jun 24 23:07:16 GMT 2025","Tue Jun 24 23:07:16 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"passed","Tue Jun 24 23:06:34 GMT 2025","Tue Jun 24 23:06:36 GMT 2025","2358","qemu-x86-64","test_base","","","","test_kernel_errors",""
"skipped","Tue Jun 24 23:08:15 GMT 2025","Tue Jun 24 23:08:15 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"passed","Tue Jun 24 23:08:01 GMT 2025","Tue Jun 24 23:08:04 GMT 2025","2959","openwrt-one","test_base","","","","test_dropbear_startup",""
"passed","Tue Jun 24 23:09:14 GMT 2025","Tue Jun 24 23:09:14 GMT 2025","673","genexis-pulse-ex400","test_base","","","","test_uname",""
"passed","Tue Jun 24 23:07:58 GMT 2025","Tue Jun 24 23:07:59 GMT 2025","884","openwrt-one","test_base","","","","test_echo",""
"passed","Tue Jun 24 23:06:28 GMT 2025","Tue Jun 24 23:06:28 GMT 2025","173","qemu-x86-64","test_base","","","","test_shell",""
"skipped","Tue Jun 24 23:08:10 GMT 2025","Tue Jun 24 23:08:10 GMT 2025","0","tests","test_wifi","","","","test_wifi_hwsim_sae_mixed","
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
"
"passed","Tue Jun 24 23:09:28 GMT 2025","Tue Jun 24 23:09:29 GMT 2025","853","genexis-pulse-ex400","test_lan","","","","test_lan_interface_address",""
"skipped","Tue Jun 24 23:09:51 GMT 2025","Tue Jun 24 23:09:51 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"passed","Tue Jun 24 23:09:15 GMT 2025","Tue Jun 24 23:09:16 GMT 2025","894","tplink_tl-wdr3600-v1","test_base","","","","test_echo",""
"passed","Tue Jun 24 23:11:36 GMT 2025","Tue Jun 24 23:11:40 GMT 2025","3824","turris-omnia","test_base","","","","test_echo",""
"skipped","Tue Jun 24 23:06:36 GMT 2025","Tue Jun 24 23:06:36 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"skipped","Tue Jun 24 23:12:02 GMT 2025","Tue Jun 24 23:12:02 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup_u",""
"passed","Tue Jun 24 23:09:12 GMT 2025","Tue Jun 24 23:09:13 GMT 2025","624","genexis-pulse-ex400","test_base","","","","test_shell",""
"passed","Tue Jun 24 23:08:06 GMT 2025","Tue Jun 24 23:08:09 GMT 2025","3715","openwrt-one","test_base","","","","test_kernel_errors",""
"skipped","Tue Jun 24 23:09:29 GMT 2025","Tue Jun 24 23:09:29 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"skipped","Tue Jun 24 23:06:49 GMT 2025","Tue Jun 24 23:06:49 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"skipped","Tue Jun 24 23:12:02 GMT 2025","Tue Jun 24 23:12:02 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"passed","Tue Jun 24 23:09:14 GMT 2025","Tue Jun 24 23:09:15 GMT 2025","956","genexis-pulse-ex400","test_base","","","","test_ubus_system_board",""
"passed","Tue Jun 24 23:11:34 GMT 2025","Tue Jun 24 23:11:36 GMT 2025","2620","turris-omnia","test_base","","","","test_shell",""
"skipped","Tue Jun 24 23:05:54 GMT 2025","Tue Jun 24 23:05:54 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"skipped","Tue Jun 24 23:06:49 GMT 2025","Tue Jun 24 23:06:49 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"skipped","Tue Jun 24 23:05:50 GMT 2025","Tue Jun 24 23:05:50 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"skipped","Tue Jun 24 23:09:11 GMT 2025","Tue Jun 24 23:09:11 GMT 2025","0","tests","test_wifi","","","","test_wifi_hwsim_sae_mixed","
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
"
"skipped","Tue Jun 24 23:12:13 GMT 2025","Tue Jun 24 23:12:13 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"passed","Tue Jun 24 23:11:47 GMT 2025","Tue Jun 24 23:11:50 GMT 2025","2889","turris-omnia","test_base","","","","test_free_memory",""
"passed","Tue Jun 24 23:08:55 GMT 2025","Tue Jun 24 23:08:55 GMT 2025","706","hp-msm460","test_base","","","","test_free_memory",""
"passed","Tue Jun 24 23:08:52 GMT 2025","Tue Jun 24 23:08:53 GMT 2025","815","hp-msm460","test_base","","","","test_echo",""
"skipped","Tue Jun 24 23:05:50 GMT 2025","Tue Jun 24 23:05:50 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
