"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","515","test_ssh_supported_algorithms","openwrt_one","Mon Jul 21 13:05:16 GMT 2025","passed","Mon Jul 21 13:05:16 GMT 2025","","test_network_security","",""
"","0","test_opkg_install_ucert","tests","Mon Jul 21 13:06:48 GMT 2025","skipped","Mon Jul 21 13:06:48 GMT 2025","","test_opkg","",""
"Test that sufficient entropy is available for cryptographic operations.","73","test_entropy_available","tplink_tl-wr1043nd-v3","Mon Jul 21 13:06:20 GMT 2025","passed","Mon Jul 21 13:06:20 GMT 2025","TestSystemHealth","test_system_health","",""
"Test CPU load is within acceptable limits.","22","test_cpu_load","qemu-malta-be","Mon Jul 21 13:05:39 GMT 2025","passed","Mon Jul 21 13:05:39 GMT 2025","TestSystemHealth","test_system_health","",""
"","569","test_shell","bananapi_bpi-r4","Mon Jul 21 13:05:12 GMT 2025","passed","Mon Jul 21 13:05:12 GMT 2025","","test_base","",""
"Test memory usage and check for memory leaks.","22","test_memory_usage","qemu-malta-be","Mon Jul 21 13:05:39 GMT 2025","passed","Mon Jul 21 13:05:39 GMT 2025","TestSystemHealth","test_system_health","",""
"","151","test_kernel_errors","genexis_pulse-ex400","Mon Jul 21 13:05:34 GMT 2025","passed","Mon Jul 21 13:05:34 GMT 2025","","test_base","",""
"Test number of running processes is reasonable.","43","test_process_count","qemu-malta-be","Mon Jul 21 13:05:39 GMT 2025","passed","Mon Jul 21 13:05:39 GMT 2025","TestSystemHealth","test_system_health","",""
"","93","test_apk_procd_installed","bananapi_bpi-r4","Mon Jul 21 13:05:12 GMT 2025","passed","Mon Jul 21 13:05:12 GMT 2025","TestApk","test_apk","",""
"","36","test_uname","qemu-x86-64","Mon Jul 21 13:06:47 GMT 2025","passed","Mon Jul 21 13:06:47 GMT 2025","","test_base","",""
"","0","test_sysupgrade_backup","tests","Mon Jul 21 13:06:47 GMT 2025","skipped","Mon Jul 21 13:06:47 GMT 2025","","test_base","",""
"","0","test_https_download","tests","Mon Jul 21 13:06:48 GMT 2025","skipped","Mon Jul 21 13:06:48 GMT 2025","","test_wan","",""
"","0","test_opkg_install_ucert","tests","Mon Jul 21 13:05:35 GMT 2025","skipped","Mon Jul 21 13:05:35 GMT 2025","","test_opkg","",""
"","1323","test_apk_procd_installed","qemu-x86-64","Mon Jul 21 13:06:32 GMT 2025","passed","Mon Jul 21 13:06:33 GMT 2025","TestApk","test_apk","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Mon Jul 21 13:07:35 GMT 2025","skipped","Mon Jul 21 13:07:35 GMT 2025","","test_wifi","",""
"","0","test_opkg_procd_installed","tests","Mon Jul 21 13:05:35 GMT 2025","skipped","Mon Jul 21 13:05:35 GMT 2025","","test_opkg","",""
"","0","test_opkg_procd_installed","tests","Mon Jul 21 13:06:19 GMT 2025","skipped","Mon Jul 21 13:06:19 GMT 2025","","test_opkg","",""
"Test temperature sensors if available.","37","test_temperature_sensors","qemu-x86-64","Mon Jul 21 13:06:48 GMT 2025","passed","Mon Jul 21 13:06:48 GMT 2025","TestSystemHealth","test_system_health","",""
