"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_opkg_procd_installed","tests","Wed Jul 16 22:52:26 GMT 2025","skipped","Wed Jul 16 22:52:26 GMT 2025","","test_opkg","",""
"","0","test_sysupgrade_backup_u","tests","Wed Jul 16 23:05:40 GMT 2025","skipped","Wed Jul 16 23:05:40 GMT 2025","","test_base","",""
"
Test enabling a wifi network with WPA3 encryption.

This test configures a wifi network with WPA3 encryption and password 'openwrt4all'.
","0","test_wifi_wpa3","tests","Wed Jul 16 22:52:18 GMT 2025","skipped","Wed Jul 16 22:52:18 GMT 2025","","test_wifi","",""
"","981","test_firmware_version","genexis_pulse-ex400","Wed Jul 16 23:06:25 GMT 2025","passed","Wed Jul 16 23:06:26 GMT 2025","","test_base","",""
"","198","test_kernel_errors","tplink_tl-wdr3600-v1","Wed Jul 16 22:56:15 GMT 2025","passed","Wed Jul 16 22:56:15 GMT 2025","","test_base","",""
"","0","test_sysupgrade_backup","tests","Wed Jul 16 22:56:15 GMT 2025","skipped","Wed Jul 16 22:56:15 GMT 2025","","test_base","",""
"","0","test_opkg_install_ucert","tests","Wed Jul 16 23:03:28 GMT 2025","skipped","Wed Jul 16 23:03:28 GMT 2025","","test_opkg","",""
"
Test enabling a wifi network with WPA2 encryption.

This test configures a wifi network with WPA2 encryption and password 'openwrt4all'.
","4534","test_wifi_wpa2","hpe_msm460","Wed Jul 16 23:03:34 GMT 2025","passed","Wed Jul 16 23:03:38 GMT 2025","","test_wifi","",""
"","0","test_https_download","tests","Wed Jul 16 22:56:45 GMT 2025","skipped","Wed Jul 16 22:56:45 GMT 2025","","test_wan","",""
"Test CPU load is within acceptable limits.","87","test_cpu_load","tplink_tl-wdr4300-v1","Wed Jul 16 22:56:44 GMT 2025","passed","Wed Jul 16 22:56:44 GMT 2025","TestSystemHealth","test_system_health","",""
"Check for zombie processes.","118","test_zombie_processes","tplink_tl-wdr4300-v1","Wed Jul 16 22:56:45 GMT 2025","passed","Wed Jul 16 22:56:45 GMT 2025","TestSystemHealth","test_system_health","",""
"","73","test_free_memory","tplink_tl-wr1043nd-v3","Wed Jul 16 23:05:40 GMT 2025","passed","Wed Jul 16 23:05:40 GMT 2025","","test_base","",""
"","72","test_uname","tplink_tl-wr1043nd-v3","Wed Jul 16 23:05:40 GMT 2025","passed","Wed Jul 16 23:05:40 GMT 2025","","test_base","",""
