"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 25 22:18:02 GMT 2025","Wed Jun 25 22:18:02 GMT 2025","172","qemu-x86-64","test_lan","","","","test_lan_interface_address",""
"passed","Wed Jun 25 22:25:45 GMT 2025","Wed Jun 25 22:25:46 GMT 2025","663","hp-msm460","test_base","","","","test_uname",""
"passed","Wed Jun 25 22:22:09 GMT 2025","Wed Jun 25 22:22:10 GMT 2025","860","tplink_tl-wdr3600-v1","test_base","","","","test_echo",""
"skipped","Wed Jun 25 22:23:26 GMT 2025","Wed Jun 25 22:23:26 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"skipped","Wed Jun 25 22:25:03 GMT 2025","Wed Jun 25 22:25:03 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"skipped","Wed Jun 25 22:17:07 GMT 2025","Wed Jun 25 22:17:07 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"passed","Wed Jun 25 22:15:20 GMT 2025","Wed Jun 25 22:15:22 GMT 2025","1273","qemu-malta-be","test_base","","","","test_kernel_errors",""
"passed","Wed Jun 25 22:15:17 GMT 2025","Wed Jun 25 22:15:17 GMT 2025","119","qemu-malta-be","test_base","","","","test_free_memory",""
"passed","Wed Jun 25 22:26:34 GMT 2025","Wed Jun 25 22:26:38 GMT 2025","3825","turris-omnia","test_base","","","","test_echo",""
"skipped","Wed Jun 25 22:15:20 GMT 2025","Wed Jun 25 22:15:20 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"passed","Wed Jun 25 22:22:12 GMT 2025","Wed Jun 25 22:23:08 GMT 2025","55587","tplink_tl-wdr3600-v1","test_base","","","","test_dropbear_startup",""
"skipped","Wed Jun 25 22:26:04 GMT 2025","Wed Jun 25 22:26:04 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"passed","Wed Jun 25 22:17:55 GMT 2025","Wed Jun 25 22:17:55 GMT 2025","214","qemu-x86-64","test_base","","","","test_free_memory",""
"passed","Wed Jun 25 22:26:38 GMT 2025","Wed Jun 25 22:26:41 GMT 2025","2928","turris-omnia","test_base","","","","test_uname",""
"skipped","Wed Jun 25 22:27:11 GMT 2025","Wed Jun 25 22:27:11 GMT 2025","0","tests","test_wifi","","","","test_wifi_hwsim_sae_mixed","
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
"
"passed","Wed Jun 25 22:27:32 GMT 2025","Wed Jun 25 22:27:33 GMT 2025","825","genexis-pulse-ex400","test_base","","","","test_echo",""
"skipped","Wed Jun 25 22:27:11 GMT 2025","Wed Jun 25 22:27:11 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"passed","Wed Jun 25 22:27:35 GMT 2025","Wed Jun 25 22:27:36 GMT 2025","664","genexis-pulse-ex400","test_base","","","","test_free_memory",""
"skipped","Wed Jun 25 22:27:59 GMT 2025","Wed Jun 25 22:27:59 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"passed","Wed Jun 25 22:18:00 GMT 2025","Wed Jun 25 22:18:00 GMT 2025","158","qemu-x86-64","test_base","","","","test_ssh",""
"skipped","Wed Jun 25 22:18:02 GMT 2025","Wed Jun 25 22:18:02 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"passed","Wed Jun 25 22:16:18 GMT 2025","Wed Jun 25 22:16:19 GMT 2025","798","qemu-armsr-armv8","test_base","","","","test_ubus_system_board",""
"passed","Wed Jun 25 22:22:10 GMT 2025","Wed Jun 25 22:22:10 GMT 2025","709","tplink_tl-wdr3600-v1","test_base","","","","test_uname",""
"passed","Wed Jun 25 22:26:03 GMT 2025","Wed Jun 25 22:26:04 GMT 2025","65","hp-msm460","test_base","","","","test_ssh",""
"passed","Wed Jun 25 22:27:33 GMT 2025","Wed Jun 25 22:27:34 GMT 2025","704","genexis-pulse-ex400","test_base","","","","test_uname",""
"skipped","Wed Jun 25 22:26:04 GMT 2025","Wed Jun 25 22:26:04 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup_u",""
"skipped","Wed Jun 25 22:23:22 GMT 2025","Wed Jun 25 22:23:22 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"skipped","Wed Jun 25 22:23:26 GMT 2025","Wed Jun 25 22:23:26 GMT 2025","0","tests","test_wifi","","","","test_wifi_hwsim_sae_mixed","
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
"
"passed","Wed Jun 25 22:21:37 GMT 2025","Wed Jun 25 22:21:38 GMT 2025","851","openwrt-one","test_lan","","","","test_lan_interface_address",""
"skipped","Wed Jun 25 22:26:14 GMT 2025","Wed Jun 25 22:26:14 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
