"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Jun 26 13:58:36 GMT 2025","Thu Jun 26 13:58:36 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"skipped","Thu Jun 26 13:59:21 GMT 2025","Thu Jun 26 13:59:21 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup_u",""
"skipped","Thu Jun 26 13:58:36 GMT 2025","Thu Jun 26 13:58:36 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"skipped","Thu Jun 26 13:58:53 GMT 2025","Thu Jun 26 13:58:53 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"passed","Thu Jun 26 13:59:16 GMT 2025","Thu Jun 26 13:59:16 GMT 2025","205","qemu-x86-64","test_base","","","","test_free_memory",""
"skipped","Thu Jun 26 13:58:47 GMT 2025","Thu Jun 26 13:58:47 GMT 2025","0","","","","","","test_shell",""
"passed","Thu Jun 26 13:59:21 GMT 2025","Thu Jun 26 13:59:21 GMT 2025","191","qemu-x86-64","test_base","","","","test_ssh",""
"passed","Thu Jun 26 13:59:21 GMT 2025","Thu Jun 26 13:59:24 GMT 2025","2340","qemu-x86-64","test_base","","","","test_kernel_errors",""
"skipped","Thu Jun 26 13:59:24 GMT 2025","Thu Jun 26 13:59:24 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"passed","Thu Jun 26 13:59:15 GMT 2025","Thu Jun 26 13:59:15 GMT 2025","157","qemu-x86-64","test_base","","","","test_shell",""
"skipped","Thu Jun 26 13:59:24 GMT 2025","Thu Jun 26 13:59:24 GMT 2025","0","tests","test_wifi","","","","test_wifi_hwsim_sae_mixed","
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
"
"skipped","Thu Jun 26 13:59:24 GMT 2025","Thu Jun 26 13:59:24 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"passed","Thu Jun 26 13:59:15 GMT 2025","Thu Jun 26 13:59:16 GMT 2025","495","qemu-x86-64","test_base","","","","test_ubus_system_board",""
"skipped","Thu Jun 26 13:58:53 GMT 2025","Thu Jun 26 13:58:53 GMT 2025","0","","","","","","test_shell",""
"skipped","Thu Jun 26 13:58:53 GMT 2025","Thu Jun 26 13:58:53 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"passed","Thu Jun 26 13:59:15 GMT 2025","Thu Jun 26 13:59:15 GMT 2025","294","qemu-x86-64","test_base","","","","test_uname",""
"passed","Thu Jun 26 13:59:16 GMT 2025","Thu Jun 26 13:59:18 GMT 2025","1581","qemu-x86-64","test_base","","","","test_dropbear_startup",""
"skipped","Thu Jun 26 13:59:24 GMT 2025","Thu Jun 26 13:59:24 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"passed","Thu Jun 26 13:59:24 GMT 2025","Thu Jun 26 13:59:24 GMT 2025","139","qemu-x86-64","test_lan","","","","test_lan_interface_address",""
"passed","Thu Jun 26 13:59:15 GMT 2025","Thu Jun 26 13:59:15 GMT 2025","153","qemu-x86-64","test_base","","","","test_echo",""
"skipped","Thu Jun 26 13:59:21 GMT 2025","Thu Jun 26 13:59:21 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
