"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Jun 26 00:28:45 GMT 2025","Thu Jun 26 00:28:45 GMT 2025","0","tests","test_wifi","","","","test_wifi_hwsim_sae_mixed","
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
"
"passed","Thu Jun 26 00:27:45 GMT 2025","Thu Jun 26 00:28:18 GMT 2025","33452","genexis-pulse-ex400","test_base","","","","test_dropbear_startup",""
"passed","Thu Jun 26 00:28:24 GMT 2025","Thu Jun 26 00:28:31 GMT 2025","7678","turris-omnia","test_base","","","","test_kernel_errors",""
"skipped","Thu Jun 26 00:28:38 GMT 2025","Thu Jun 26 00:28:38 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"skipped","Thu Jun 26 00:29:11 GMT 2025","Thu Jun 26 00:29:11 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup_u",""
"skipped","Thu Jun 26 00:29:51 GMT 2025","Thu Jun 26 00:29:51 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"skipped","Thu Jun 26 00:29:41 GMT 2025","Thu Jun 26 00:29:41 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"passed","Thu Jun 26 00:27:28 GMT 2025","Thu Jun 26 00:27:31 GMT 2025","2994","openwrt-one","test_base","","","","test_dropbear_startup",""
"passed","Thu Jun 26 00:28:02 GMT 2025","Thu Jun 26 00:28:05 GMT 2025","2927","turris-omnia","test_base","","","","test_uname",""
"skipped","Thu Jun 26 00:28:35 GMT 2025","Thu Jun 26 00:28:35 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"passed","Thu Jun 26 00:28:24 GMT 2025","Thu Jun 26 00:28:27 GMT 2025","3835","genexis-pulse-ex400","test_base","","","","test_kernel_errors",""
"passed","Thu Jun 26 00:27:26 GMT 2025","Thu Jun 26 00:27:27 GMT 2025","672","openwrt-one","test_base","","","","test_uname",""
"passed","Thu Jun 26 00:28:33 GMT 2025","Thu Jun 26 00:28:33 GMT 2025","153","qemu-malta-be","test_base","","","","test_free_memory",""
"passed","Thu Jun 26 00:27:33 GMT 2025","Thu Jun 26 00:27:33 GMT 2025","55","openwrt-one","test_base","","","","test_ssh",""
"skipped","Thu Jun 26 00:29:15 GMT 2025","Thu Jun 26 00:29:15 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"skipped","Thu Jun 26 00:28:24 GMT 2025","Thu Jun 26 00:28:24 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup_u",""
"skipped","Thu Jun 26 00:27:34 GMT 2025","Thu Jun 26 00:27:34 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"passed","Thu Jun 26 00:27:36 GMT 2025","Thu Jun 26 00:27:37 GMT 2025","872","openwrt-one","test_lan","","","","test_lan_interface_address",""
"passed","Thu Jun 26 00:28:43 GMT 2025","Thu Jun 26 00:28:43 GMT 2025","168","qemu-x86-64","test_base","","","","test_ssh",""
"passed","Thu Jun 26 00:28:43 GMT 2025","Thu Jun 26 00:28:45 GMT 2025","2323","qemu-x86-64","test_base","","","","test_kernel_errors",""
"passed","Thu Jun 26 00:28:41 GMT 2025","Thu Jun 26 00:28:42 GMT 2025","853","tplink_tl-wdr3600-v1","test_base","","","","test_echo",""
"passed","Thu Jun 26 00:28:43 GMT 2025","Thu Jun 26 00:28:44 GMT 2025","1045","tplink_tl-wdr3600-v1","test_base","","","","test_ubus_system_board",""
"passed","Thu Jun 26 00:28:38 GMT 2025","Thu Jun 26 00:28:40 GMT 2025","1565","qemu-x86-64","test_base","","","","test_dropbear_startup",""
"skipped","Thu Jun 26 00:28:45 GMT 2025","Thu Jun 26 00:28:45 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"passed","Thu Jun 26 00:28:37 GMT 2025","Thu Jun 26 00:28:38 GMT 2025","1285","qemu-malta-be","test_base","","","","test_kernel_errors",""
"passed","Thu Jun 26 00:29:11 GMT 2025","Thu Jun 26 00:29:14 GMT 2025","2799","tplink_tl-wdr3600-v1","test_base","","","","test_kernel_errors",""
"passed","Thu Jun 26 00:27:28 GMT 2025","Thu Jun 26 00:27:28 GMT 2025","668","openwrt-one","test_base","","","","test_free_memory",""
"skipped","Thu Jun 26 00:27:56 GMT 2025","Thu Jun 26 00:27:56 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"skipped","Thu Jun 26 00:28:05 GMT 2025","Thu Jun 26 00:28:05 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"passed","Thu Jun 26 00:27:44 GMT 2025","Thu Jun 26 00:27:45 GMT 2025","662","genexis-pulse-ex400","test_base","","","","test_free_memory",""
"skipped","Thu Jun 26 00:26:49 GMT 2025","Thu Jun 26 00:26:49 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"skipped","Thu Jun 26 00:27:56 GMT 2025","Thu Jun 26 00:27:56 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"passed","Thu Jun 26 00:29:29 GMT 2025","Thu Jun 26 00:29:30 GMT 2025","569","hp-msm460","test_base","","","","test_shell",""
"passed","Thu Jun 26 00:29:31 GMT 2025","Thu Jun 26 00:29:32 GMT 2025","962","hp-msm460","test_base","","","","test_ubus_system_board",""
"passed","Thu Jun 26 00:29:11 GMT 2025","Thu Jun 26 00:29:11 GMT 2025","91","tplink_tl-wdr3600-v1","test_base","","","","test_ssh",""
"passed","Thu Jun 26 00:28:42 GMT 2025","Thu Jun 26 00:28:43 GMT 2025","683","tplink_tl-wdr3600-v1","test_base","","","","test_uname",""
"skipped","Thu Jun 26 00:28:28 GMT 2025","Thu Jun 26 00:28:28 GMT 2025","0","tests","test_opkg","","","","test_opkg_install_ucert",""
"passed","Thu Jun 26 00:28:24 GMT 2025","Thu Jun 26 00:28:24 GMT 2025","51","turris-omnia","test_base","","","","test_ssh",""
"passed","Thu Jun 26 00:27:27 GMT 2025","Thu Jun 26 00:27:28 GMT 2025","945","openwrt-one","test_base","","","","test_ubus_system_board",""
