"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 26 12:00:28 GMT 2025","Thu Jun 26 12:00:28 GMT 2025","303","qemu-armsr-armv8","test_base","","","","test_echo",""
"skipped","Thu Jun 26 11:59:38 GMT 2025","Thu Jun 26 11:59:38 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"passed","Thu Jun 26 11:59:56 GMT 2025","Thu Jun 26 11:59:56 GMT 2025","59","qemu-malta-be","test_base","","","","test_shell",""
"passed","Thu Jun 26 11:59:57 GMT 2025","Thu Jun 26 11:59:57 GMT 2025","104","qemu-malta-be","test_base","","","","test_free_memory",""
"skipped","Thu Jun 26 12:00:27 GMT 2025","Thu Jun 26 12:00:27 GMT 2025","0","tests","test_wifi","","","","test_wifi_hwsim_sae_mixed","
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
"
"skipped","Thu Jun 26 12:00:44 GMT 2025","Thu Jun 26 12:00:44 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"passed","Thu Jun 26 12:00:18 GMT 2025","Thu Jun 26 12:00:19 GMT 2025","451","qemu-x86-64","test_base","","","","test_ubus_system_board",""
"skipped","Thu Jun 26 12:00:02 GMT 2025","Thu Jun 26 12:00:02 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"passed","Thu Jun 26 12:00:30 GMT 2025","Thu Jun 26 12:00:30 GMT 2025","464","qemu-armsr-armv8","test_base","","","","test_free_memory",""
"skipped","Thu Jun 26 12:00:02 GMT 2025","Thu Jun 26 12:00:02 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"passed","Thu Jun 26 12:00:18 GMT 2025","Thu Jun 26 12:00:18 GMT 2025","157","qemu-x86-64","test_base","","","","test_shell",""
"skipped","Thu Jun 26 12:00:01 GMT 2025","Thu Jun 26 12:00:01 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"passed","Thu Jun 26 12:00:28 GMT 2025","Thu Jun 26 12:00:29 GMT 2025","533","qemu-armsr-armv8","test_base","","","","test_uname",""
"passed","Thu Jun 26 12:00:38 GMT 2025","Thu Jun 26 12:00:44 GMT 2025","5781","qemu-armsr-armv8","test_base","","","","test_kernel_errors",""
"passed","Thu Jun 26 12:00:29 GMT 2025","Thu Jun 26 12:00:30 GMT 2025","840","qemu-armsr-armv8","test_base","","","","test_ubus_system_board",""
"skipped","Thu Jun 26 12:00:38 GMT 2025","Thu Jun 26 12:00:38 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup_u",""
"passed","Thu Jun 26 12:00:01 GMT 2025","Thu Jun 26 12:00:02 GMT 2025","1250","qemu-malta-be","test_base","","","","test_kernel_errors",""
"skipped","Thu Jun 26 11:59:38 GMT 2025","Thu Jun 26 11:59:38 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"passed","Thu Jun 26 12:00:27 GMT 2025","Thu Jun 26 12:00:27 GMT 2025","178","qemu-x86-64","test_lan","","","","test_lan_interface_address",""
"passed","Thu Jun 26 12:00:28 GMT 2025","Thu Jun 26 12:00:28 GMT 2025","367","qemu-armsr-armv8","test_base","","","","test_shell",""
"skipped","Thu Jun 26 12:00:27 GMT 2025","Thu Jun 26 12:00:27 GMT 2025","0","tests","test_wan","","","","test_https_download",""
"skipped","Thu Jun 26 12:00:24 GMT 2025","Thu Jun 26 12:00:24 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup_u",""
"skipped","Thu Jun 26 12:00:44 GMT 2025","Thu Jun 26 12:00:44 GMT 2025","0","tests","test_opkg","","","","test_opkg_procd_installed",""
"passed","Thu Jun 26 12:00:02 GMT 2025","Thu Jun 26 12:00:02 GMT 2025","78","qemu-malta-be","test_lan","","","","test_lan_interface_address",""
"passed","Thu Jun 26 11:59:56 GMT 2025","Thu Jun 26 11:59:56 GMT 2025","69","qemu-malta-be","test_base","","","","test_echo",""
"skipped","Thu Jun 26 11:59:44 GMT 2025","Thu Jun 26 11:59:44 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"passed","Thu Jun 26 12:00:19 GMT 2025","Thu Jun 26 12:00:21 GMT 2025","1647","qemu-x86-64","test_base","","","","test_dropbear_startup",""
"passed","Thu Jun 26 12:00:24 GMT 2025","Thu Jun 26 12:00:24 GMT 2025","186","qemu-x86-64","test_base","","","","test_ssh",""
"skipped","Thu Jun 26 11:59:44 GMT 2025","Thu Jun 26 11:59:44 GMT 2025","0","tests","test_apk","","","","test_apk_add_ucert",""
"skipped","Thu Jun 26 11:59:29 GMT 2025","Thu Jun 26 11:59:29 GMT 2025","0","tests","test_apk","","","","test_apk_procd_installed",""
"passed","Thu Jun 26 12:00:01 GMT 2025","Thu Jun 26 12:00:01 GMT 2025","76","qemu-malta-be","test_base","","","","test_ssh",""
"skipped","Thu Jun 26 12:00:44 GMT 2025","Thu Jun 26 12:00:44 GMT 2025","0","tests","test_wifi","","","","test_wifi_hwsim_sae_mixed","
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
"
"passed","Thu Jun 26 12:00:18 GMT 2025","Thu Jun 26 12:00:18 GMT 2025","153","qemu-x86-64","test_base","","","","test_echo",""
"skipped","Thu Jun 26 12:00:24 GMT 2025","Thu Jun 26 12:00:24 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
"skipped","Thu Jun 26 12:00:38 GMT 2025","Thu Jun 26 12:00:38 GMT 2025","0","tests","test_base","","","","test_sysupgrade_backup",""
