"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test filesystem usage on critical mount points.","414","test_filesystem_usage","qemu-armsr-armv8","Sun Jul 20 19:45:29 GMT 2025","passed","Sun Jul 20 19:45:29 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_opkg_procd_installed","tests","Sun Jul 20 19:48:53 GMT 2025","skipped","Sun Jul 20 19:48:53 GMT 2025","","test_opkg","",""
"","0","test_sysupgrade_backup","tests","Sun Jul 20 19:48:50 GMT 2025","skipped","Sun Jul 20 19:48:50 GMT 2025","","test_base","",""
"","99","test_uname","tplink_tl-wdr3600-v1","Sun Jul 20 19:47:15 GMT 2025","passed","Sun Jul 20 19:47:15 GMT 2025","","test_base","",""
"","1010","test_firmware_version","tplink_tl-wdr3600-v1","Sun Jul 20 19:47:12 GMT 2025","passed","Sun Jul 20 19:47:13 GMT 2025","","test_base","",""
"","168","test_apk_procd_installed","openwrt_one","Sun Jul 20 19:44:30 GMT 2025","passed","Sun Jul 20 19:44:30 GMT 2025","TestApk","test_apk","",""
"","23835","test_apk_add_ucert","qemu-armsr-armv8","Sun Jul 20 19:45:03 GMT 2025","passed","Sun Jul 20 19:45:27 GMT 2025","TestApk","test_apk","",""
"","0","test_sysupgrade_backup_u","tests","Sun Jul 20 19:44:34 GMT 2025","skipped","Sun Jul 20 19:44:34 GMT 2025","","test_base","",""
"","0","test_https_download","tests","Sun Jul 20 19:48:54 GMT 2025","skipped","Sun Jul 20 19:48:54 GMT 2025","","test_wan","",""
"","58","test_uname","qemu-malta-be","Sun Jul 20 19:48:50 GMT 2025","passed","Sun Jul 20 19:48:50 GMT 2025","","test_base","",""
"","70","test_uname","tplink_tl-wr1043nd-v3","Sun Jul 20 19:48:48 GMT 2025","passed","Sun Jul 20 19:48:49 GMT 2025","","test_base","",""
"
Test wifi configuration.

This test creates one AP and one station and checks if they can connect to each other.
It sets up the wireless configuration using the `ssh_command` fixture and relies on the
""hwsim"" driver to create the virtual radios.
","0","test_wifi_hwsim_sae_mixed","tests","Sun Jul 20 19:44:47 GMT 2025","skipped","Sun Jul 20 19:44:47 GMT 2025","","test_wifi","",""
