"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test and record system uptime.","85","test_system_uptime","tplink_tl-wdr4300-v1","Tue Jul 22 15:19:23 GMT 2025","passed","Tue Jul 22 15:19:23 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_https_download","tests","Tue Jul 22 15:18:18 GMT 2025","skipped","Tue Jul 22 15:18:18 GMT 2025","","test_wan","",""
"","234","test_apk_audit","qemu-malta-be","Tue Jul 22 15:19:30 GMT 2025","passed","Tue Jul 22 15:19:31 GMT 2025","TestApk","test_apk","",""
"","1928","test_dropbear_startup","genexis_pulse-ex400","Tue Jul 22 15:18:35 GMT 2025","passed","Tue Jul 22 15:18:37 GMT 2025","","test_base","",""
"","640","test_shell","genexis_pulse-ex400","Tue Jul 22 15:18:33 GMT 2025","passed","Tue Jul 22 15:18:34 GMT 2025","","test_base","",""
"","542","test_shell","bananapi_bpi-r64","Tue Jul 22 15:18:13 GMT 2025","passed","Tue Jul 22 15:18:14 GMT 2025","","test_base","",""
"","78","test_ubus_system_board","qemu-malta-be","Tue Jul 22 15:19:31 GMT 2025","passed","Tue Jul 22 15:19:31 GMT 2025","","test_base","",""
"","195","test_kernel_errors","glinet_gl-mt6000","Tue Jul 22 15:18:28 GMT 2025","passed","Tue Jul 22 15:18:29 GMT 2025","","test_base","",""
"","1086","test_apk_procd_installed","qemu-armsr-armv8","Tue Jul 22 15:19:42 GMT 2025","passed","Tue Jul 22 15:19:43 GMT 2025","TestApk","test_apk","",""
"Check kernel ring buffer for critical errors.","91","test_kernel_ring_buffer","qemu-malta-be","Tue Jul 22 15:19:32 GMT 2025","passed","Tue Jul 22 15:19:32 GMT 2025","TestSystemHealth","test_system_health","",""
"Test that sufficient entropy is available for cryptographic operations.","97","test_entropy_available","qemu-x86-64","Tue Jul 22 15:19:15 GMT 2025","passed","Tue Jul 22 15:19:16 GMT 2025","TestSystemHealth","test_system_health","",""
"","216","test_kernel_errors","qemu-x86-64","Tue Jul 22 15:19:13 GMT 2025","passed","Tue Jul 22 15:19:13 GMT 2025","","test_base","",""
"","455","test_kernel_errors","qemu-armsr-armv8","Tue Jul 22 15:20:07 GMT 2025","passed","Tue Jul 22 15:20:08 GMT 2025","","test_base","",""
"","75","test_free_memory","genexis_pulse-ex400","Tue Jul 22 15:18:37 GMT 2025","passed","Tue Jul 22 15:18:37 GMT 2025","","test_base","",""
"Check for zombie processes.","226","test_zombie_processes","qemu-x86-64","Tue Jul 22 15:19:15 GMT 2025","passed","Tue Jul 22 15:19:15 GMT 2025","TestSystemHealth","test_system_health","",""
"Check for zombie processes.","64","test_zombie_processes","hpe_msm460","Tue Jul 22 15:18:20 GMT 2025","passed","Tue Jul 22 15:18:20 GMT 2025","TestSystemHealth","test_system_health","",""
"","10814","test_apk_add_ucert","qemu-x86-64","Tue Jul 22 15:19:02 GMT 2025","passed","Tue Jul 22 15:19:13 GMT 2025","TestApk","test_apk","",""
"Test number of running processes is reasonable.","63","test_process_count","hpe_msm460","Tue Jul 22 15:18:20 GMT 2025","passed","Tue Jul 22 15:18:20 GMT 2025","TestSystemHealth","test_system_health","",""
"Test filesystem usage on critical mount points.","517","test_filesystem_usage","tplink_tl-wdr4300-v1","Tue Jul 22 15:19:22 GMT 2025","passed","Tue Jul 22 15:19:23 GMT 2025","TestSystemHealth","test_system_health","",""
"","14","test_ubus_system_board","bananapi_bpi-r64","Tue Jul 22 15:18:17 GMT 2025","passed","Tue Jul 22 15:18:17 GMT 2025","","test_base","",""
"","0","test_apk_add_ucert","tests","Tue Jul 22 15:18:13 GMT 2025","skipped","Tue Jul 22 15:18:13 GMT 2025","TestApk","test_apk","",""
"","4418","test_firmware_version","glinet_gl-mt6000","Tue Jul 22 15:18:15 GMT 2025","passed","Tue Jul 22 15:18:20 GMT 2025","","test_base","",""
"Check kernel ring buffer for critical errors.","214","test_kernel_ring_buffer","hpe_msm460","Tue Jul 22 15:18:20 GMT 2025","passed","Tue Jul 22 15:18:20 GMT 2025","TestSystemHealth","test_system_health","",""
"","0","test_https_download","tests","Tue Jul 22 15:20:10 GMT 2025","skipped","Tue Jul 22 15:20:10 GMT 2025","","test_wan","",""
"Test system-wide open file descriptors.","12","test_open_file_descriptors","bananapi_bpi-r64","Tue Jul 22 15:18:18 GMT 2025","passed","Tue Jul 22 15:18:18 GMT 2025","TestSystemHealth","test_system_health","",""
"
Test wifi scanning functionality.

This test performs a wifi scan and verifies that at least one network is found.
","0","test_wifi_scan","tests","Tue Jul 22 15:18:37 GMT 2025","skipped","Tue Jul 22 15:18:37 GMT 2025","","test_wifi","",""
"Test that sufficient entropy is available for cryptographic operations.","72","test_entropy_available","tplink_tl-wr1043nd-v3","Tue Jul 22 15:21:11 GMT 2025","passed","Tue Jul 22 15:21:11 GMT 2025","TestSystemHealth","test_system_health","",""
